Conversation,Owner,File
sta20_hanar_religious_dlg,hanarreligious,BIOA_STA20_02A_DSG
sta20_amb_hanar_religious_dlg,hanarreligious,BIOA_STA20_02A_DSG
sta20_turian_religious_dlg,turiancsec,BIOA_STA20_02A_DSG
sta20_amb_religious_argue_dlg,turiancsec,BIOA_STA20_02A_DSG
sta20_trig_ai_machine_dlg,PLAC_Invis_Rp109_RogueAI,BIOA_STA20_05_DSG
sta20_asari_employee03_dlg,sta20_asari_employee03,BIOA_STA20_04C_DSG
sta20_asari_companion_dlg,sta20_isauria,BIOA_STA20_06CONSORT_DSG
sta20_emporium_shopkeep_dlg,sta20_emporium_shopkeep,BIOA_STA20_04A_DSG
sta20_banker_dlg,sta20_banker,BIOA_STA20_04A_DSG
sta60_trig_ai_conv3_dlg,PLAC_Invis_Rp109_Signal03,BIOA_STA20_04A_DSG
sta20_asari_client01_dlg,Not found,BIOA_STA20_06_DSG
sta20_asari_employee02_dlg,Not found,BIOA_STA20_06_DSG
sta20_asari_client02_dlg,Not found,BIOA_STA20_06_DSG
sta20_asari_employee01_dlg,Not found,BIOA_STA20_06_DSG
sta20_amb_companions_chatter_dlg,sta20_asari_employee01,BIOA_STA20_06_DSG
sta20_elcor_diplomat_dlg,Not found,BIOA_STA20_08_DSG
sta20_female_diplomat_dlg,Not found,BIOA_STA20_08_DSG
sta20_avina_triggers_dlg,sta20_avina_embassy,BIOA_STA20_07A_DSG
sta20_receptionist_dlg,Not found,BIOA_STA20_07A_DSG
sta20_avina_embassy_dlg,Not found,BIOA_STA20_07A_DSG
sta20_samesh_dlg,rp110_samesh,BIOA_STA20_07A_DSG
sta20_amb_samesh_dlg,rp110_samesh,BIOA_STA20_07A_DSG
sta20_captain_dlg,Not found,BIOA_STA20_10A_DSG
sta00_cab_dlg,Not found,BIOA_STA20_10A_DSG
sta20_volus_ambassador_dlg,sta20_volus_ambassador,BIOA_STA20_10D_DSG
sta20_elcor_ambassador_dlg,Not found,BIOA_STA20_10D_DSG
sta20_xeltan_dlg,sta20_xeltan,BIOA_STA20_10D_DSG
sta20_trig_01_xeltancomplains_dlg,sta20_xeltan,BIOA_STA20_10D_DSG
sta20_xeltan_dlg,sta20_xeltan,BIOA_STA20_10D_DSG
sta20_human_ambassador_enter_dlg,sta20_human_ambassador,BIOA_STA20_10C_DSG
sta20_human_ambassador_enter_dlg,sta20_human_ambassador,BIOA_STA20_10C_DSG
sta20_human_ambassador_enter_dlg,sta20_human_ambassador,BIOA_STA20_10UDINA_DSG
sta20_bartender_dlg,sta20_bartender,BIOA_STA20_09A_DSG
sta20_executor_dlg,Not found,BIOA_STA20_09A_DSG
sta20_male_diplomat_dlg,sta20_male_diplomat,BIOA_STA20_09A_DSG
sta20_trig_02_lovescompanion_dlg,sta60_recruit01,BIOA_STA20_09A_DSG
sta60_recruit01_dlg,sta60_recruit01,BIOA_STA20_09A_DSG
sta20_bosker_dlg,rp110_bosker,BIOA_STA20_09A_DSG
sp108_diplomat_dlg,sta20_sp108_diplomat,BIOA_STA20_09A_DSG
sta30_banter_00_dlg,Not found,BIOA_STA30_00_DSG
sta20_human_ambassador_enter_dlg,sta20_human_ambassador,BIOA_STA20_10E_DSG
sp_news_vids_dlg,sta20_news_vid,BIOA_STA30_00NEWS_DSG
sta30_girard_dlg,rp112_girard,BIOA_STA30_02B_DSG
sta30_talitha_dlg,rp112_talitha,BIOA_STA30_02B_DSG
sta30_banter_01_dlg,Not found,BIOA_STA30_02_DSG
cha00_banter_ques_dlg,Not found,BIOA_STA30_02_DSG
sta30_requisition_officer_dlg,Not found,BIOA_STA30_03A_DSG
sta00_popup_text_dlg,Not found,BIOA_STA30_03A_DSG
sta00_popup_text_dlg,Not found,BIOA_STA30_03A_DSG
sta20_captain_dlg,sta20_captain,BIOA_STA30_02A_DSG
sta20_human_ambassador_enter_dlg,sta20_human_ambassador,BIOA_STA30_02A_DSG
sta00_popup_text_dlg,Not found,BIOA_STA30_02A_DSG
sta30_snap_inspection_dlg,Not found,BIOA_STA30_02A_DSG
sta30_snap_inspection_dlg,Not found,BIOA_STA30_02A_DSG
sta00_cab_dlg,Not found,BIOA_STA30_01_DSG
sta20_garrus_dlg,hench_turian,BIOA_STA30_01_DSG
sta20_garrus_dlg,hench_turian,BIOA_STA30_01_DSG
sta30_khalisah_dlg,sta30_khalisah,BIOA_STA30_01_DSG
sta20_trig04_remember_me_dlg,Not found,BIOA_STA30_01_DSG
sta30_wrex_dlg,hench_krogan,BIOA_STA30_01_DSG
sta30_krogan_cutscene_dlg,hench_krogan,BIOA_STA30_01_DSG
sta00_popup_text_dlg,Not found,BIOA_STA30_05A_DSG
sta00_popup_text_dlg,Not found,BIOA_STA30_05A_DSG
sta30_normandy_mechanic_dlg,sta30_normandy_mechanic,BIOA_STA30_08_DSG
sta30_chellik_dlg,sta30_chellik,BIOA_STA30_04A_DSG
sta30_officer_01_dlg,Not found,BIOA_STA30_04A_DSG
sta30_jahleed_dlg,Not found,BIOA_STA30_04A_DSG
sta30_trig_01_jahleedfears_dlg,Not found,BIOA_STA30_04A_DSG
sta60_banter_00_dlg,Not found,BIOA_STA60_00_DSG
sta00_popup_text_dlg,Not found,BIOA_STA60_00_DSG
sp_news_vids_dlg,sta20_news_vid,BIOA_STA30_06NEWS_DSG
sta20_trig_03_flagship_dlg,sta60_citizen01,BIOA_STA60_01DESTINY_DSG
sp_news_vids_dlg,sta20_news_vid,BIOA_STA30_07A_DSG
sta20_reporter_dlg,rp105a_emilywong,BIOA_STA60_01_DSG
sta20_amb_reporter_dlg,rp105a_emilywong,BIOA_STA60_01_DSG
sta20_amb_riot1_female_dlg,rp104_amb_riot1_female,BIOA_STA60_01NODEST_DSG
sta20_amb_riot1_male_dlg,rp104_amb_riot1_male,BIOA_STA60_01NODEST_DSG
sta20_terra_firma_dlg,rp104_terra_firma,BIOA_STA60_01NODEST_DSG
sta60_scenicview_dlg,hench_humanmale,BIOA_STA60_01NODEST_DSG
cha00_humanmale_kaidan_dlg,hench_humanmale,BIOA_STA60_01SCENIC_DSG
sta00_cab_dlg,Not found,BIOA_STA60_02A_DSG
sta60_amb_market_buyer_dlg,Not found,BIOA_STA60_02A_DSG
sta60_expat_dlg,sta60_expat,BIOA_STA60_02A_DSG
sta60_amb_market_conversation_dlg,sta60_amb_buyer01,BIOA_STA60_02A_DSG
sta00_popup_text_dlg,Not found,BIOA_STA60_02A_DSG
sta20_trig_fan_dlg,Not found,BIOA_STA60_02A_DSG
sta00_popup_text_dlg,Not found,BIOA_STA60_02A_DSG
sta00_popup_text_dlg,Not found,BIOA_STA60_03A_DSG
sta00_popup_text_dlg,Not found,BIOA_STA60_03A_DSG
sta60_quarian_dlg,sta60_quarian,BIOA_STA60_03QUARIAN_DSG
sta60_black_market_dlg,sta60_black_market,BIOA_STA60_02B_DSG
sta60_jax_dlg,sta60_jax,BIOA_STA60_02B_DSG
sta60_chorban_dlg,sta60_chorban,BIOA_STA60_02B_DSG
sta60_chorban_dlg,Not found,BIOA_STA60_02B_DSG
sta00_cab_dlg,Not found,BIOA_STA60_04_DSG
sta60_trig_gangmember_dlg,rp113_finch,BIOA_STA60_04_DSG
sta60_fists_guards02_dlg,sta60_fists_guard02,BIOA_STA60_05B_DSG
sta60_trig_choras_dlg,Not found,BIOA_STA60_05B_DSG
sta60_banter_02_dlg,Not found,BIOA_STA60_05_DSG
cha00_banter_ques_dlg,Not found,BIOA_STA60_05_DSG
sta60_jenna_dlg,sta60_jenna,BIOA_STA60_05WOMEN_DSG
sta60_stripperseat_dlg,Invisible_Type,BIOA_STA60_05WOMEN_DSG
sta20_negotiator_dlg,sta60_keeler,BIOA_STA60_07A_DSG
sta60_schells_dlg,Not found,BIOA_STA60_07A_DSG
sta00_cab_dlg,Not found,BIOA_STA60_07_DSG
sta60_banter_02_dlg,Not found,BIOA_STA60_06_DSG
cha00_banter_ques_dlg,Not found,BIOA_STA60_06_DSG
sta60_fist_dlg,Not found,BIOA_STA60_06_DSG
sta60_septimus_dlg,sta60_septimus,BIOA_STA60_05A_DSG
sta60_amb_choras_patron02_dlg,Not found,BIOA_STA60_05A_DSG
sta60_amb_choras_patron01_dlg,Not found,BIOA_STA60_05A_DSG
sta60_fists_guards01_dlg,Not found,BIOA_STA60_05A_DSG
sta60_harkin_dlg,sta60_harkin,BIOA_STA60_05A_DSG
sta60_post_harkin_dlg,Not found,BIOA_STA60_05A_DSG
sta60_trig_02_jennas_contact_dlg,sta30_chellik,BIOA_STA60_05A_DSG
sta60_turianguard_dlg,rp113_turian_guard,BIOA_STA60_05A_DSG
sta60_turianguard_dlg,rp113_turian_guard,BIOA_STA60_05A_DSG
sta60_wrex_at_fists_dlg,hench_krogan,BIOA_STA60_05A_DSG
sta30_wrex_dlg,hench_krogan,BIOA_STA60_05A_DSG
sta60_friendly_security_dlg,sta60_friendly_security,BIOA_STA60_08B_DSG
sta00_popup_text_dlg,Not found,BIOA_STA60_08B_DSG
sta00_popup_text_dlg,Not found,BIOA_STA60_08B_DSG
sta00_cab_dlg,Not found,BIOA_STA60_08_DSG
sta00_popup_text_dlg,Not found,BIOA_STA60_08_DSG
sta00_popup_text_dlg,Not found,BIOA_STA60_08_DSG
sta60_doctor_michel_dlg,sta60_doctor_michel,BIOA_STA60_08A_DSG
sta60_garrus_doctor_dlg,sta60_doctor_michel,BIOA_STA60_08A_DSG
sta60_doctor_michel_dlg,Not found,BIOA_STA60_08A_DSG
sta60_trig_doran_reacts_dlg,sta60_doran_casino,BIOA_STA60_09CASINO_DSG
sta60_doran_dlg,Not found,BIOA_STA60_09CASINO_DSG
sta00_popup_text_dlg,Not found,BIOA_STA60_09CASINO_DSG
sta60_trig_ai_conv1_dlg,PLAC_Invis_Rp109_gamblingmachine,BIOA_STA60_09CASINO_DSG
sta70_banter_00_dlg,Not found,BIOA_STA70_00_DSG
sta60_amb_flux_customers_dlg,sta60_amb_flux_cust02,BIOA_STA60_09A_DSG
sta70_captain_dlg,sta70_captain,BIOA_STA60_09A_DSG
sta60_amb_flux_patron01_dlg,sta60_amb_flux_cust04,BIOA_STA60_09A_DSG
sta60_doran_dlg,sta60_doran,BIOA_STA60_09A_DSG
sta60_amb_flux_patron02_dlg,sta60_amb_flux_cust05,BIOA_STA60_09A_DSG
sta60_rita_dlg,sta60_rita,BIOA_STA60_09A_DSG
sta60_jenna_dlg,Not found,BIOA_STA60_09A_DSG
sta60_trig_01_rita_complains_dlg,sta60_rita,BIOA_STA60_09A_DSG
sta60_banter_01_dlg,Not found,BIOA_STA60_09A_DSG
cha00_banter_ques_dlg,Not found,BIOA_STA60_09A_DSG
sta60_amb_choras_cops_dlg,sta60_amb_cop01,BIOA_STA60_11A_DSG
sta00_popup_text_dlg,Not found,BIOA_STA60_11A_DSG
sta60_trig_ai_conv2_dlg,PLAC_Invis_Rp109_signal02,BIOA_STA60_11A_DSG
sta20_zabaleta_dlg,sta20_zabaleta,BIOA_STA60_11A_DSG
sta20_amb_zabaleta_dlg,sta20_zabaleta,BIOA_STA60_11A_DSG
sta00_popup_text_dlg,Not found,BIOA_STA60_11A_DSG
sp_news_vids_dlg,sta20_news_vid,BIOA_STA60_11NEWS_DSG
sta90_grounded_dlg,sta90_ambassador,BIOA_STA70_02GROUND_DSG
sp_news_vids_dlg,sta20_news_vid,BIOA_STA70_01A_DSG
sp_news_vids_dlg,sta20_news_vid,BIOA_STA70_01A_DSG
sta70_banter_01_dlg,Not found,BIOA_STA70_02_DSG
cha00_banter_ques_dlg,Not found,BIOA_STA70_02_DSG
sta90_council_spectre_induction_dlg,sta90_ambassador,BIOA_STA70_02COUNCIL_DSG
sta90_captain_dlg,sta90_captain,BIOA_STA70_02COUNCIL_DSG
sta20_captain_dlg,sta90_captain,BIOA_STA70_02COUNCIL_DSG
sta90_council_saren_dlg,sta90_ambassador,BIOA_STA70_02COUNCIL_DSG
sta70_amb_diplomats_dlg,sta70_amb_diplomat03,BIOA_STA70_02A_DSG
sta00_cab_dlg,Not found,BIOA_STA70_02A_DSG
sta20_chorban_triggers_dlg,sta20_chorban,BIOA_STA70_02A_DSG
sta20_chorban_dlg,sta20_chorban,BIOA_STA70_02A_DSG
sta20_chorban_triggers_dlg,sta20_chorban,BIOA_STA70_02A_DSG
sta20_chorban_triggers_dlg,sta20_chorban,BIOA_STA70_02A_DSG
sta70_garrus_dlg,Not found,BIOA_STA70_02A_DSG
sta70_garrus_dlg,sta70_garrus,BIOA_STA70_02A_DSG
sta70_garrus_dlg,sta70_garrus,BIOA_STA70_02A_DSG
sta70_kahoku_dlg,sta20_kahoku,BIOA_STA70_02A_DSG
sta00_popup_text_dlg,Not found,BIOA_STA70_02A_DSG
sta00_popup_text_dlg,Not found,BIOA_STA70_02A_DSG
sta00_popup_text_dlg,Not found,BIOA_STA70_02SIDE_DSG
sta00_popup_text_dlg,Not found,BIOA_STA70_02A_DSG
sta20_reporter_dlg,rp105a_emilywong,BIOA_STA70_02A_DSG
sta20_amb_reporter_dlg,rp105a_emilywong,BIOA_STA70_02A_DSG
sp101_garoth_dlg,sta70_sp101_garoth,BIOA_STA70_02A_DSG
sp101_garoth_dlg,sta70_sp101_garoth,BIOA_STA70_02A_DSG
sta00_popup_text_dlg,placu_elev20to30topconsole,BIOA_STA30_07_PLC
sta00_popup_text_dlg,placu_elev20to30botconsole,BIOA_STA30_07_PLC
sta00_popup_text_dlg,placu_elevTOP20to60topconsole,BIOA_STA60_11_PLC
sta00_popup_text_dlg,placu_elevTOP20to60lowconsole,BIOA_STA60_11_PLC
unc_banter_00_dlg,Not found,BIOA_UNC10
combat_banter_00_dlg,Not found,BIOA_UNC10
unc_banter_00_dlg,Not found,BIOA_UNC11
combat_banter_00_dlg,Not found,BIOA_UNC11
unc_banter_00_dlg,Not found,BIOA_UNC13
combat_banter_00_dlg,Not found,BIOA_UNC13
unc_banter_00_dlg,Not found,BIOA_UNC17
combat_banter_00_dlg,Not found,BIOA_UNC17
unc_banter_00_dlg,Not found,BIOA_UNC21
combat_banter_00_dlg,Not found,BIOA_UNC21
unc_banter_00_dlg,Not found,BIOA_UNC20
combat_banter_00_dlg,Not found,BIOA_UNC20
unc_banter_00_dlg,Not found,BIOA_UNC25
combat_banter_00_dlg,Not found,BIOA_UNC25
unc_banter_00_dlg,Not found,BIOA_UNC24
combat_banter_00_dlg,Not found,BIOA_UNC24
unc_banter_00_dlg,Not found,BIOA_UNC30
combat_banter_00_dlg,Not found,BIOA_UNC30
unc_banter_00_dlg,Not found,BIOA_UNC31
combat_banter_00_dlg,Not found,BIOA_UNC31
unc_banter_00_dlg,Not found,BIOA_UNC42
combat_banter_00_dlg,Not found,BIOA_UNC42
unc_banter_00_dlg,Not found,BIOA_UNC53
combat_banter_00_dlg,Not found,BIOA_UNC53
unc_banter_00_dlg,Not found,BIOA_UNC51
combat_banter_00_dlg,Not found,BIOA_UNC51
unc_banter_00_dlg,Not found,BIOA_UNC54
combat_banter_00_dlg,Not found,BIOA_UNC54
unc_banter_00_dlg,Not found,BIOA_UNC55
combat_banter_00_dlg,Not found,BIOA_UNC55
unc_banter_00_dlg,Not found,BIOA_UNC61
combat_banter_00_dlg,Not found,BIOA_UNC61
unc_banter_00_dlg,Not found,BIOA_UNC71
combat_banter_00_dlg,Not found,BIOA_UNC71
unc_banter_00_dlg,Not found,BIOA_UNC62
combat_banter_00_dlg,Not found,BIOA_UNC62
unc_banter_00_dlg,Not found,BIOA_UNC73
combat_banter_00_dlg,Not found,BIOA_UNC73
unc_banter_00_dlg,Not found,BIOA_UNC81
combat_banter_00_dlg,Not found,BIOA_UNC81
unc_banter_00_dlg,Not found,BIOA_UNC80
combat_banter_00_dlg,Not found,BIOA_UNC80
unc_banter_00_dlg,Not found,BIOA_UNC82
combat_banter_00_dlg,Not found,BIOA_UNC82
unc_banter_00_dlg,Not found,BIOA_UNC83
combat_banter_00_dlg,Not found,BIOA_UNC83
unc_banter_00_dlg,Not found,BIOA_UNC90
combat_banter_00_dlg,Not found,BIOA_UNC90
unc_banter_00_dlg,Not found,BIOA_UNC84
combat_banter_00_dlg,Not found,BIOA_UNC84
unc_banter_00_dlg,Not found,BIOA_UNC93
combat_banter_00_dlg,Not found,BIOA_UNC93
unc_banter_00_dlg,Not found,BIOA_UNC92
combat_banter_00_dlg,Not found,BIOA_UNC92
war20_banter_00_dlg,Not found,BIOA_WAR20_00_DSG
war20_badraltalaqani_dlg,war20_badraltalaqani,BIOA_WAR20_01_DSG
war20_inoste_merchant_dlg,war20_inoste_merchant,BIOA_WAR20_03E_DSG
war20_ambientbunker01_dlg,war20_ambientbunker01,BIOA_WAR20_03B_DSG
war20_ambientbunker02_dlg,war20_ambientbunker02,BIOA_WAR20_03B_DSG
war20_ambientcommand01_dlg,war20_ambientcommando01,BIOA_WAR20_03B_DSG
war20_ambientmain02_dlg,war20_ambientmain02,BIOA_WAR20_03B_DSG
war20_calanthablake_dlg,war20_calanthablake,BIOA_WAR20_03B_DSG
war20_davinandersson_dlg,war20_davinandersson,BIOA_WAR20_03B_DSG
war20_davinandersson_dlg,war20_davinandersson,BIOA_WAR20_03B_DSG
war20_gretaandersson_dlg,war20_gretaandersson,BIOA_WAR20_03B_DSG
war20_hanamurakami_dlg,war20_hanamurakami,BIOA_WAR20_03B_DSG
war20_hollisblake_dlg,war20_hollisblake,BIOA_WAR20_03B_DSG
war20_iannewstead_dlg,war20_iannewstead,BIOA_WAR20_03B_DSG
war20_machadoyle_dlg,war20_machadoyle,BIOA_WAR20_03B_DSG
war20_machadoyle_dlg,war20_machadoyle,BIOA_WAR20_03B_DSG
war20_machadoyle_dlg,war20_machadoyle,BIOA_WAR20_03B_DSG
war20_mayoconnell_dlg,war20_mayoconnell,BIOA_WAR20_03B_DSG
war20_mayoconnell_dlg,war20_mayoconnell,BIOA_WAR20_03B_DSG
war20_ambientbunker01_dlg,war20_ambientbunker01,BIOA_WAR20_03D_DSG
war20_ambientbunker02_dlg,war20_ambientbunker02,BIOA_WAR20_03D_DSG
war20_ambientcommand01_dlg,war20_ambientcommando01,BIOA_WAR20_03D_DSG
war20_ambientmain02_dlg,war20_ambientmain02,BIOA_WAR20_03D_DSG
war20_calanthablake_dlg,war20_calanthablake,BIOA_WAR20_03D_DSG
war20_davinandersson_dlg,war20_davinandersson,BIOA_WAR20_03D_DSG
war20_gretaandersson_dlg,war20_gretaandersson,BIOA_WAR20_03D_DSG
war20_hanamurakami_dlg,war20_hanamurakami,BIOA_WAR20_03D_DSG
war20_hollisblake_dlg,war20_hollisblake,BIOA_WAR20_03D_DSG
war40_ambmilitia_female01_dlg,war40_ambmilitia_female01,BIOA_WAR20_03A_DSG
war40_ambmilitia_male01_dlg,war40_ambmilitia_male01,BIOA_WAR20_03A_DSG
war20_inoste_merchant_dlg,war20_inoste_merchant,BIOA_WAR20_03D_DSG
war40_ambmilitia_male02_dlg,war40_ambmilitia_male02,BIOA_WAR20_03A_DSG
war20_inoste_merchant_dlg,war20_inoste_merchant,BIOA_WAR20_03D_DSG
war40_ambrefugee_female01_dlg,war40_ambrefugee_female01,BIOA_WAR20_03A_DSG
war20_machadoyle_dlg,war20_machadoyle,BIOA_WAR20_03D_DSG
war40_ambrefugee_female02_dlg,war40_ambrefugee_female02,BIOA_WAR20_03A_DSG
war20_machadoyle_dlg,war20_machadoyle,BIOA_WAR20_03D_DSG
war40_ambrefugee_male01_dlg,war40_ambrefugee_male01,BIOA_WAR20_03A_DSG
war20_mayoconnell_dlg,war20_mayoconnell,BIOA_WAR20_03D_DSG
war40_ambrefugee_male02_dlg,war40_ambrefugee_male02,BIOA_WAR20_03A_DSG
war20_mayoconnell_dlg,war20_mayoconnell,BIOA_WAR20_03D_DSG
war40_ambrefugee_male03_dlg,war40_ambrefugee_male03,BIOA_WAR20_03A_DSG
war20_trig_gethrcoming_01_dlg,war20_ambientcommando01,BIOA_WAR20_03D_DSG
war20_arceliasilvamartinez_dlg,war20_arcelia,BIOA_WAR20_03A_DSG
war20_trig_gethrcoming_02_dlg,war20_ambientmain02,BIOA_WAR20_03D_DSG
war30_thorianasari_dlg,war30_asaricommando01,BIOA_WAR20_03A_DSG
war40_heajeong_dlg,war40_heajeong,BIOA_WAR20_03A_DSG
war40_gunman_dlg,war40_gunman,BIOA_WAR20_03A_DSG
war40_gunman_dlg,war40_gunman,BIOA_WAR20_03A_DSG
war40_juliannabaynham_dlg,war40_juliannabaynham,BIOA_WAR20_03A_DSG
war40_juliannabaynham_dlg,war40_juliannabaynham,BIOA_WAR20_03A_DSG
war50_lizbeth_dlg,war50_lizbeth,BIOA_WAR20_03A_DSG
war20_faizhou_dlg,war20_faizhou,BIOA_WAR20_03F_DSG
war20_faizhou_dlg,war20_faizhou,BIOA_WAR20_03F_DSG
war20_arceliasilvamartinez_dlg,war20_arcelia,BIOA_WAR20_03F_DSG
war20_iannewstead_dlg,war20_iannewstead,BIOA_WAR20_10B_DSG
war20_iannewstead_dlg,war20_iannewstead,BIOA_WAR20_10B_DSG
war30_banter_00_dlg,Not found,BIOA_WAR30_00_DSG
war30_thorianasari_dlg,npch_asaricommando01,BIOA_WAR30_02A_DSG
war30_trig_01_entry_dlg,codex,BIOA_WAR30_02A_DSG
war40_banter_00_dlg,Not found,BIOA_WAR40_00_DSG
war30_thorianasari_dlg,war30_asaricommando01,BIOA_WAR30_02I_DSG
war30_thorianasari_dlg,war30_asaricommando01,BIOA_WAR30_02I_DSG
war50_banter_00_dlg,Not found,BIOA_WAR50_00_DSG
war20_trigger_dlg,Not found,BIOA_WAR40_11_DSG
war50_lizbeth_dlg,war50_lizbeth,BIOA_WAR50_02_DSG
war50_lizbeth_dlg,war50_lizbeth,BIOA_WAR50_03_DSG
war50_lizbeth_dlg,war50_lizbeth,BIOA_WAR50_03_DSG
war40_ambmilitia_female01_dlg,war40_ambmilitia_female01,BIOA_WAR40_06_DSG
war40_ambmilitia_male01_dlg,war40_ambmilitia_male01,BIOA_WAR40_06_DSG
war40_ambmilitia_male02_dlg,war40_ambmilitia_male02,BIOA_WAR40_06_DSG
war40_ambrefugee_female01_dlg,war40_ambrefugee_female01,BIOA_WAR40_06_DSG
war40_ambrefugee_female02_dlg,war40_ambrefugee_female02,BIOA_WAR40_06_DSG
war40_ambrefugee_male01_dlg,war40_ambrefugee_male01,BIOA_WAR40_06_DSG
war40_ambrefugee_male02_dlg,war40_ambrefugee_male02,BIOA_WAR40_06_DSG
war40_ambrefugee_male03_dlg,war40_ambrefugee_male03,BIOA_WAR40_06_DSG
war40_ambsecurity_male01_dlg,war40_ambsecurity_male01,BIOA_WAR40_06_DSG
war40_ambsecurity_male02_dlg,war40_ambsecurity_male02,BIOA_WAR40_06_DSG
war40_ambsecurity_female01_dlg,war40_ambsecurity_female01,BIOA_WAR40_06_DSG
war40_heajeong_dlg,war40_heajeong,BIOA_WAR40_06_DSG
war40_heajeong_dlg,war40_heajeong,BIOA_WAR40_06_DSG
war40_gunman_dlg,war40_gunman,BIOA_WAR40_06_DSG
war40_juliannabaynham_dlg,war40_juliannabaynham,BIOA_WAR40_06_DSG
war40_juliannabaynham_dlg,war40_juliannabaynham,BIOA_WAR40_06_DSG
war50_lizbeth_dlg,war50_lizbeth,BIOA_WAR40_06_DSG
war50_banter_01_dlg,Codex,BIOA_WAR50_07_DSG
war50_krogan_dlg,war50_krogan,BIOA_WAR50_05_DSG
war50_vi_dlg,war50_vi,BIOA_WAR50_05_DSG
not found,test_codex,BIOA_WAR50_16_DSG
war50_claw01_dlg,TEST_Codex,BIOA_WAR50_13_DSG
war50_joker_dlg,hench_pilot,BIOA_WAR50_13_DSG
sta00_cabarrival_dlg,Not found,BIOA_STA_Q
jug70_trigger_dlg,Not found,BIOA_JUG00_Q
sta00_cab_dlg,Not found,BIOA_STA_Q
sta00_cab_dlg,Not found,BIOA_STA_Q
sta00_popup_text_dlg,Not found,BIOA_STA_Q
sta20_trig04_remember_me_dlg,Not found,BIOA_STA_Q
sp116_triggers_dlg,Not found,BIOA_FRE31_00_DSG
sp111_biotic_dlg,FRE32_SUB_BioticLeader,BIOA_FRE32_00_DSG
sp104_comatose_dlg,Not found,BIOA_FRE33_00_DSG
cha00_trig_garrus_left_behind_dlg,dr_saleon,BIOA_FRE34_00_DSG
cha00_trig_garrus_dlg,Not found,BIOA_FRE34_00_DSG
cha00_trig_garrus_left_behind_dlg,Not found,BIOA_FRE34_00_DSG
cha00_trig_garrus_dlg,Not found,BIOA_FRE34_00_DSG
sp107_datalog_dlg,ComputerConsole_Int_Type,BIOA_FRE35_00_DSG
sp114_triggers_dlg,Not found,BIOA_UNC17_01_DSG
sp114_triggers_dlg,Not found,BIOA_UNC21_01_DSG
sp105_trig01_distress_dlg,sp105_mariedurand,BIOA_UNC24_02_DSG
sp106_trig01_supplies_dlg,Placeable_Console,BIOA_UNC24_02_DSG
sp126_darius_dlg,UNC42_SUB_Darius,BIOA_UNC42_02_DSG
sp109_crimeboss_dlg,SUB_MercenaryHumanFemaleSoldier,BIOA_UNC31_02_DSG
sp121_trig01_mine_dlg,BioTrigger,BIOA_UNC53_01_DSG
sp121_mastermind_dlg,UNC53_SUB_NemesisHolo,BIOA_UNC53_02_DSG
sp119_gate_dlg,Invisible_Type,BIOA_UNC54_01_DSG
sp119_major_kyle_dlg,UNC54_MIN_MajorKyle,BIOA_UNC54_02_DSG
cha00_trig_wrex_dlg,Not found,BIOA_UNC61_02_DSG
cha00_trig_wrex_dlg,Not found,BIOA_UNC61_02_DSG
sp105_mariedurand_dlg,Not found,BIOA_UNC73_01_DSG
sp105_mariedurand_dlg,Not found,BIOA_UNC73_01_DSG
sp110_researcher_dlg,unc_female_scientist,BIOA_UNC80_02_DSG
sp114_triggers_dlg,Not found,BIOA_UNC83_01_DSG
sp120_standoff_dlg,sp120_toombs,BIOA_UNC82_02_DSG
sp114_triggers_dlg,Not found,BIOA_UNC93_01_DSG
