"ACTION" :1742,
"Senior Researcher (Draklor)" :1,
"Cabbie" :1,
"Judge" :1,
"Weapon Seller" :1,
"Armor Seller" :1,
"Meek Man" :1,
"Willful Woman" :1,
"Prospective Dealer" :1,
"Appreciator of Shields" :1,
"Homesick Man" :1,
"Lebleu's Daughter" :1,
"Once-Commander" :1,
"Patient Man" :1,
"Impressed Nuncle" :1,
"Single Gentry" :1,
"Seeq-Hater" :1,
"Aerodrome Attendant" :1,
"Three Timer" :1,
"Enthusiastic Boy" :1,
"Granch" :1,
"Malloud" :1,
"Bargain Hunter" :1,
"Adventuresome Child" :1,
"Technicks Seller" :1,
"Insecure Seeq" :1,
"Hopeful Writer" :1,
"Eager Learner" :1,
"Hesitant Man" :1,
"Magickery Proprietor" :1,
"Longing Man" :1,
"Sultry Woman" :1,
"Foppish Man" :1,
"Bulward's Technicks" :1,
"Mummer" :1,
"Charlotte's Magickery Banner" :1,
"Commoner" :1,
"Fallen Man" :1,
"Trembling Woman" :1,
"Otto" :1,
"Returnee" :1,
"Wall Child" :1,
"Leaving Man" :1,
"Perplexed Grandpa" :1,
"Cockatrice" :1,
"Resting Man" :1,
"Defiant Lad" :1,
"Braggart" :1,
"Game Hunter (Tchita)" :1,
"Game Hunter (man talking with two bangaa and a seeq)" :1,
"Helpful Hunter" :1,
"Cheery Hunter" :1,
"Proud Hunter" :1,
"Phon Camper" :1,
"Game Hunter (bangaa with the group including the Enthusiastic Streetear)" :1,
"Game Hunter (man in brown shorts speaking with Concerned Hunter)" :1,
"Pilgrim" :1,
"Craftsmoogle (white-pommed moogle to upper right)" :1,
"Craftsmoogle (red-pommed moogle's on the left)" :1,
"Craftsmoogle (white-pommed moogle at left)" :1,
"Craftsmoogle (yellow-pommed moogle at right)" :1,
"Craftsmoogle (orange-pommed moogle at left)" :1,
"Layabout" :1,
"Itinerant Hand (black bangaa by the exit to the Mosphoran Highwaste)" :1,
"Kiltias (Sandstrewn Pass)" :1,
"Refugee (man speaking with woman)" :1,
"Refugee (woman speaking with man)" :1,
"Ieeha" :1,
"Wounded Refugee (man looking over the camp)" :1,
"Kiltias (woman at entrance to temple grounds)" :1,
"Ivaness" :1,
"Kiltias (man standing at base of steps)" :1,
"Wounded Kiltias (man slumped on ground)" :1,
"Wounded Kiltias (woman kneeling by two other fallen Kiltias)" :1,
"Acolyte (walking amongst the fallen)" :1,
"Acolyte (looking over the scene in front of stairs to Hall of Light)" :1,
"Wounded Kiltias (man at base of stairs)" :1,
"Wounded Kiltias (woman being helped by kneeling man)" :1,
"Wounded Kiltias (woman slumped on ground before entrance)" :1,
"Wounded Refugee (old man looking out over tents)" :1,
"Refugee (standing with the Kiltia)" :1,
"Kiltias (farthest from Golmore exit)" :1,
"Kiltias (nearest to Golmore exit)" :1,
"Kiltias (man to right of the door)" :1,
"Kiltias (woman to the left of the door)" :1,
"Garif Elder (wandering around area)" :1,
"Acolyte" :1,
"Kiltias (woman standing in front of exit to temple approach)" :1,
"Kiltias (woman at top of first steps, on left)" :1,
"Kiltias (woman across from bottom of steps)" :1,
"Kiltias (woman on left side of steps)" :1,
"Kiltias (woman on right, in middle of stairs to Hall of Light)" :1,
"Acolyte (nu mou looking out over edge)" :1,
"Wyrm Philosopher" :1,
"Kiltias (woman talking to Relj)" :1,
"Kiltias (woman standing before stairs to Hall of Light)" :1,
"Kiltias (woman walking around area to the left stairs to Hall of Light)" :1,
"Kiltias (woman in large group listening to nu mou acolyte)" :1,
"Kiltias (woman talking to man Kiltias at edge)" :1,
"Kiltias (woman in four-person group listening to nu mou acolyte)" :1,
"Acolyte (nu mou preaching from atop a crate)" :1,
"Kiltias (woman at right, at top of steps)" :1,
"Acolyte (nu mou talking to two Kiltias in middle of path)" :1,
"Kiltias (woman walking back and forth across path)" :1,
"Acolyte (talking to a man and a woman Kiltias from edge of path)" :1,
"Kiltias (one of two listening to nu mou acolyte)" :1,
"Archadian Wayfarer (Temple Grounds)" :1,
"Kiltias (woman standing to right in stone archway)" :1,
"Refugee (man in brown pants looking out over camp)" :1,
"Refugee (black tattooed bangaa walking around by stone archway)" :1,
"Refugee (man slumped over sitting on crate, listening to woman)" :1,
"Refugee (woman in blue dress talking to man by soup line)" :1,
"Kiltias (woman at head of line)" :1,
"Refugee (man in darker brown pants, first in food line)" :1,
"Refugee (man in brown pants, second in food line)" :1,
"Refugee (man in gray pants at end of food line)" :1,
"Refugee (man in brown pants speaking with seeq and other man)" :1,
"Kiltias (woman walking back and forth)" :1,
"Refugee (woman in blue dress talking with family)" :1,
"Refugee (black bangaa walking around)" :1,
"Refugee (man in blue plants speaking with seeq and other man)" :1,
"Kiltias (woman speaking to group of three refugees)" :1,
"Refugee (man in blue pants listening to Kiltias)" :1,
"Refugee (man in brown pants listening to Kiltias)" :1,
"Refugee (woman standing beside kid)" :1,
"Kiltias (speaking with refugee)" :1,
"Refugee (man with chocobo talking to Kiltias)" :1,
"Hymms" :1,
"Advisory, the 1st" :1,
"Advisory, Gate Operation" :1,
"Imperial (laying on ground)" :1,
"Garif Elder (standing and talking to two others)" :1,
"Weary Seeq" :1,
"Tiny Wayfarer" :1,
"Itinerant Hand (hume man with group)" :1,
"Rabanastran (man speaking to woman and seeq)" :1,
"Imperial (standing beside chocobo)" :1,
"Imperial (standing a short distance away from his partner with the chocobo)" :1,
"Rabanastran (red bangaa speaking to woman)" :1,
"Researcher 2" :1,
"Imabakk" :1,
"Traveler (Sky Saloon)" :1,
"Mischievous Boy" :1,
"Storekeeper" :1,
"Traveler (woman in green and blue on upper deck)" :1,
"Traveler (woman in blue on upper deck)" :1,
"Traveler (guy on stairs)" :1,
"Deck Swab" :1,
"Clumsy Bangaa" :1,
"Traveler (Observation Parlour)" :1,
"Excited Bangaa" :1,
"Bhujerban (man in green and brown in Gambit shop)" :1,
"Bhujerban (man in turban and green shorts walking outside aerodrome)" :1,
"City Parijanah (talking to Ondore's attendant)" :1,
"Informed owner of Targe" :1,
"Kait" :1,
"Cloudborne Resident (moogle in gold with orange pom-pom sitting on crates)" :1,
"Street Vendor (Kweli's Last Stand)" :1,
"Pilika" :1,
"Yrlon" :1,
"Lhusu Miner (man with back against wall)" :1,
"Bashketi" :1,
"Bhujerban (man at counter)" :1,
"Bhujerban (man in turban and green & brown shorts browsing)" :1,
"Shop Clerk (light blue seeq)" :1,
"Shop Clerk (moogle with yellow pom-pom at top of steps)" :1,
"Shop Clerk (Miner's End)" :1,
"Mait" :1,
"Targe" :1,
"Shop Clerk (Targe's)" :1,
"Lhusu Parivir (black bangaa in line at counter)" :1,
"Lhusu Parivir (blue seeq)" :1,
"Street Kid" :1,
"Bhujerban (man in turban and green & brown shorts leaning against wall)" :1,
"Imperial (running around entrance/exit area)" :1,
"Imperial (pacing nearest docent's counter)" :1,
"Imperial 3" :1,
"Imperial (by east end entrance)" :1,
"Man 4" :1,
"Man 1" :1,
"Migrant Laborer (green bangaa at back bar)" :1,
"Migrant Laborer (blue seeq on upper deck)" :1,
"Bohemian" :1,
"Boonswaggled Bookkeeper" :1,
"Merchant (Airdeck)" :1,
"Migrant Laborer (orange seeq on lower deck)" :1,
"Wayward Seeq" :1,
"Roamantics (black bangaa looking out window)" :1,
"Roamantics (green bangaa at shop counter)" :1,
"Roamantics (moogle with orange pom-pom)" :1,
"Roamantics (tan blindfolded bangaa)" :1,
"Migrant Laborer" :1,
"Innocent Girl" :1,
"Paranoid Man" :1,
"Traveler (man in green hat and vest with his family)" :1,
"Perceptive Boy" :1,
"Traveler (man in turban and blue shorts looking out the window)" :1,
"Assistant Storekeeper (to the left)" :1,
"Traveler (woman in pink, blue, and yellow walking between counters)" :1,
"Assistant Storekeeper (to the right)" :1,
"Energetic Boy" :1,
"Aerodrome Docent" :1,
"Rabanastran (woman in white pacing)" :1,
"Horne" :1,
"Hurdy" :1,
"Shifty Seeq" :1,
"No. 546" :1,
"Random Citizen 2" :1,
"Random Citizen 1" :1,
"Palace Servant (man in blue shorts and hat chatting with bangaa)" :1,
"Palace Servant (woman in blue, yellow and pink chatting with man)" :1,
"Palace Servant (black bangaa in red vest)" :1,
"Palace Servant (man in green, red, and blue chatting with seeq)" :1,
"Palace Servant (red bangaa chatting with seeq to side of corridor)" :1,
"Palace Servant (man in brown pants & white vest pacing across corridor)" :1,
"Palace Servant (one of two men chatting to the side of corridor)" :1,
"Palace Servant (woman in white, yellow, and blue pacing up and down corridor)" :1,
"Palace Servant (one of two women chatting outside the door)" :1,
"Man" :1,
"Jolly Seeq" :1,
"Patient Boy" :1,
"Rabanastran (man in green, red, and blue)" :1,
"Ex-Adventurer" :1,
"Rabanastran (man in blue and green sitting in courtyard holding his shoulder)" :1,
"Water-watcher" :1,
"Kindly Girl" :1,
"Traveling Merchant (North Sprawl)" :1,
"Rabanastran (man sitting against wall across from Milha)" :1,
"Antiqued Armors" :1,
"Sharp-eyed Man" :1,
"Itinerant Hand (man walking between stalls)" :1,
"Nalbinite (bangaa)" :1,
"Itinerant Hand (man speaking to woman in stall)" :1,
"Troublesome Technicks" :1,
"Itinerant Hand (man slouching on the ground near palm trees)" :1,
"Portentous Provisions" :1,
"Villager (woman standing at door of far hut)" :1,
"Villager (woman in pink, blue, and red sitting near fire)" :1,
"Villager (old man sitting near fire)" :1,
"Villager (woman in green, pink, and tan sitting near fire)" :1,
"Villager (old man stooping in shade beside woman)" :1,
"Rabanastran (man in green and brown shorts Westgate)" :1,
"Rabanastran (man in blue speaking to group)" :1,
"Chocobo Aficionado" :1,
"Rabanastran (woman sitting in Gatsly's stall)" :1,
"Rabanastran (woman in white with hat)" :1,
"Rabanastran (black bangaa)" :1,
"Citizen 2" :1,
"Citizen 1" :1,
"Imperial Watch" :1,
"Desert Wayfarer (man near chocobo speaking with Imperial)" :1,
"Man in Queue" :1,
"Waiting Bangaa" :1,
"Clan Member (green bangaa talking to red bangaa on balcony)" :1,
"Clan Member (man sitting on steps talking to woman)" :1,
"Clan Member (woman in pink watching practice fight)" :1,
"Clan Member (moogle with green pom-pom watching practice fight)" :1,
"Tough Knight" :1,
"Bungling Hunter" :1,
"Rabanastran (tan bangaa on balcony)" :1,
"Imperial (halfway down stairs to south gate)" :1,
"Imperial (pacing outside west gate)" :1,
"Imperial (pacing west side of fountain)" :1,
"Imperial (standing in northwest corner)" :1,
"Imperial (pacing east side of fountain)" :1,
"Imperial (pacing north side of fountain" :1,
"Seasoned Adventurer" :1,
"Rabanastran (man in green & brown shorts)" :1,
"Journeyman" :1,
"Rabanastran (blue seeq walking about)" :1,
"Rabanastran (woman leaning against column)" :1,
"Rabanastran (woman in pink and tan EE)" :1,
"Antlion" :1,
"Imperial 1" :1,
"Mages" :1,
"Soldier 2" :1,
"Soldier 1" :1
