BioD_Kro001_550Corridor_LOC_INT.pcc,kro001_banter_emptyhall_b_dlg,,,"Here, Commander.","Things get worse by the minute. My men are dying!","Commander, come in!","Do you read, Commander? Repeat: Do you read?"
BioD_CitHub_UnderbellyP3_LOC_INT.pcc,citund_kelly_phase3_d_dlg,,,"Shepard! You saved my life again.","Cerberus troopers came through here to secure the docks. They lined us all up.","Then one of them starting asking around for me by name.","Their records said I went off-grid. If I hadn't changed my identity, I don't know what would have happened. Thank you."
BioP_SPRctr_LOC_INT.pcc,n7_reactor_soldier_a_dlg,,,"I'll honor her by kicking ass, Commander.","Commander, I... I'm the only one who made it. The captain... sacrificed herself to save me.","Always, Commander.","Three tours. Been through thick and thicker. The captain always sees us through."
BioD_KroN7a_150Trans1_LOC_INT.pcc,kron7a_stealth_nonstealth_b_dlg,,,"Thank you again, Commander. I appreciate the assist.","Commander Shepard? Thank you. I'm sure that will help with... ah, any operation we have going.","Ma'am, I had a friend in security at Sonax, and there was definitely Prothean tech on Garvug.","I know the Valhallan Threshold is Reaper territory now, but Prothean tech could help the Cruci--"
BioD_MPRctr_100SP_LOC_INT.pcc,n7_reactor_pilot_a_dlg,,,"Toxicity levels lethal, Commander! Find alternate route immediately!","Radiation proximity warning, Commander. Avoid at all costs.","You're clear for the moment, Commander. Can't raise Captain Riley.","Nothing, Commander. No one's answering my hails."
BioD_CerMir_300Lab_LOC_INT.pcc,cermir_observation_after_b_dlg,,,"Power offline.","Power now online."
BioD_GthN7a_200Patrols_LOC_INT.pcc,gthn7a_patrol_callout_a_dlg,,,"I am alive.","All of us, synthetic and organic, have been changed.","The war is over, and the Reapers are helping to rebuild. Where once they threatened us with extinction...","...they now bring us the collective knowledge of the cultures that came before."
BioD_Kro002_850bossroad_LOC_INT.pcc,kro002_wrex_wreav_radio_a_dlg,,,"Attention. The station is at Code Red.","Security doors have been sealed for your protection.","Please exit the building in an orderly fashion.","Unlawful discharge of firearms is a misdemeanor punishable by up to ten Citadel standard months in jail."
BioD_MPRctr_050SPEntry_LOC_INT.pcc,n7_reactor_soldier_a_dlg,,,"I'll honor her by kicking ass, Commander.","Commander, I... I'm the only one who made it. The captain... sacrificed herself to save me.","Always, Commander.","Three tours. Been through thick and thicker. The captain always sees us through."
BioD_CerMir_170Combat_LOC_INT.pcc,cermir_cerberus_sniper_b_dlg,,,"Did that all really happen?","When can I go to the stars?","What will be there?","Can you tell me another story about the Shepard?"
BioD_CerMir_170Combat_LOC_INT.pcc,cermir_landing_cer_banter_b_dlg,,,"How bad is it?","Is this what Shepard warned us about?","How long do we have?","God help us all."
BioD_KroN7b_200Floor2_LOC_INT.pcc,kron7b_party01c_quiet_b_dlg,,,"Talk to me! I'm hearing reports that they breached the door with heavy weapons!","Shut the hostiles down before they reach the central lab!"
BioD_KroGru_300TunnelDark_LOC_INT.pcc,krogru_corpsemsg_b_dlg,,,"This victory belongs to each of us.","Every man, woman, and child.","Every civilization... on every world.","And though our victory was costly, it is still a victory."
BioD_CitHub_HospitalP2_LOC_INT.pcc,cit_fetch_cerberus_i_dlg,,,"No, it's fine. We won't be needing your supplies after all.","No, we've found a better variant of medi-gel that allows for an even higher absorption rate among aquatic species.","You'd like a sample? Why, of course, we'll be happy to send you one--just as we sent one to every pharmaceutical company in Citadel space.","Where did you find this? Never mind, it doesn't matter. Yes, we can put this to good use. Thank you!"
BioA_SPRctr_000LevelTrans_LOC_INT.pcc,n7_reactor_soldier_a_dlg,,,"I'll honor her by kicking ass, Commander.","Commander, I... I'm the only one who made it. The captain... sacrificed herself to save me.","Always, Commander.","Three tours. Been through thick and thicker. The captain always sees us through."
BioD_CerMir_600ThirdFlr_A_LOC_INT.pcc,cermir_experiments_b_dlg,,,"(Medium gasp 1)","(Medium gasp 2)","(Medium gasp 3)","(Medium gasp 4)"
BioD_CerMir_600ThirdFlr_A_LOC_INT.pcc,cermir_processing_pods2_b_dlg,,,"This victory belongs to each of us.","Every man, woman, and child.","Every civilization... on every world.","And though our victory was costly, it is still a victory."
BioD_Cat003_780FinalConvos_LOC_INT.pcc,cat003_showd_council_m_dlg,,,"Really? And they're already riding the first units into battle? Well, that's... that's... great!","No, no, don't worry about that. It's how kakliosaurs mark territory, and the krogan don't seem to mind.","You're kidding. Seriously? Well, um... if the genetic material is intact, we could... hmm. We've got cloning facilities on Sur'Kesh.","Kakliosaur genes were remarkably pliable. Cloning might be effective!"
BioD_CitHub_PresidiumP3_LOC_INT.pcc,cit_fetch_gthn7a_i_dlg,,,"Thanks again. If we can get it working, this jamming tech will make this place a lot safer.","How the hell did you--never mind. Tech like this, I don't care where it came from.","I'll have my people run with this. When the war comes back here, maybe we can save more lives.","Autorecord on. Scene contains large scorch marks. Looks like three fatalities. The entire area's shot to hell."
BioA_KroGru_000LevelTrans_LOC_INT.pcc,krogru_shuttle_in_v_dlg,,,"And there's the folks who answered the distress call. Cerberus cruiser. At least a dozen fighters on blockade duty.","Too many for us in a straight-up fight. They must want this place bad.","Boy, can I!","Come and get me!"
BioD_Kro002_505cityfight2_LOC_INT.pcc,kro002_wrex_wreav_radio_a_dlg,,,"Low power. Please wait.","That doctor in the vid was in a restricted zone.","She's with the Alliance, I think, but I don't know much about her. She keeps to herself.","We only met once. I got the distinct impression she didn't want to be friends."
BioD_Kro001_200Basement_LOC_INT.pcc,kro001_basement_chatter_a_dlg,,,"Not a problem for someone with biotics.","Give me the word. I'll draw them out.","I can use singularity to draw them out!","Coward. Show your head!"
BioD_KroGru_250Cave_LOC_INT.pcc,krogru_after_cave_in_a_dlg,,,"Look--reinforcements are here!"
BioD_Nor_204Kro002_Debrief3_LOC_INT.pcc,norcat_cat3_come_to_cit_m_dlg,,,"Okay, boys! Now's our chance!","Give it everything you've got.","Let's bring the goddamn bastards to their knees!","Ajax squad! Right flank!"
BioD_CitHub_Underbelly_LOC_INT.pcc,citwrd_vi_shepard_a_dlg,,,"Good to meet you! I'm Commander Shepard, Alliance Navy.","Extranet says you're Alliance Military. Take care of yourself out there, officer.","There's nothing this galaxy can't beat if we all work together.","Except the Reapers. Ever see the size of one of those things?"
