Conversation,Owner,File
citwrd_rp1_bailey_ph2_d_dlg,global_bailey,BIOD_CITHUB_BAILEY
citwrd_rp1_bailey_d_dlg,global_bailey,BIOD_CITHUB_BAILEY
citprs_barla_von_end_a_dlg,citprs_barla_von,BIOD_CITHUB_BARLAVON
citprs_barla_von_get_m_dlg,citprs_barla_von,BIOD_CITHUB_BARLAVON
citprs_miranda_invest_d_dlg,global_miranda,BIOD_CITHUB_DOCKP2
citprs_miranda_talk1_m_dlg,global_miranda,BIOD_CITHUB_DOCKP2
citprs_ambs_off_to_war_a_dlg,cit_offtowar_husband,BIOD_CITHUB_DOCK
cithub_avina_docks_d_dlg,global_avina,BIOD_CITHUB_DOCK
citund_pilot_ships_d_dlg,CitHub_Shuttle_Pilot,BIOD_CITHUB_DOCK
citund_pilot_ships_a_dlg,CitHub_Shuttle_Pilot,BIOD_CITHUB_DOCK
citprs_allers_intro_a_dlg,global_reporter,BIOD_CITHUB_DOCK
citprs_allers_intro_m_dlg,global_reporter,BIOD_CITHUB_DOCK
citprs_ambs_cerberus_a_dlg,citprs_sergeant,BIOD_CITHUB_DOCKP3
not found,Not found,BIOD_CITHUB_DOCKP3
citprs_cat3_ashjoins_m_dlg,hench_ashley,BIOD_CITHUB_DOCKP3
citprs_cat3_kaidanjoins_m_dlg,hench_kaidan,BIOD_CITHUB_DOCKP3
citprs_batmil_csec_i_dlg,citprs_batmil_radio_csec,BIOD_CITHUB_DOCKP3
citprs_garrus_char_pre_m_dlg,hench_garrus,BIOD_CITHUB_DOCKP3
citprs_confront_wrexwreav_m_dlg,global_wrex,BIOD_CITHUB_DOCKWREX
citprs_ambs_memory_a_dlg,cit_ambs_humanfemale_old,BIOD_CITHUB_EMBASSY
not found,Not found,BIOD_CITHUB_EMBASSY
citprs_news_ann_a_dlg,citprs_vid_reporter,BIOD_CITHUB_EMBASSY
cithub_avina_embassies_d_dlg,global_avina,BIOD_CITHUB_EMBASSY
citprs_khalisah1_a_dlg,citprs_khalisah,BIOD_CITHUB_EMBASSY
citprs_khalisah2_d_dlg,citprs_khalisah,BIOD_CITHUB_EMBASSY
citprs_james_m_dlg,hench_marine,BIOD_CITHUB_EMBASSYP1
procit_udina_aid_v_dlg,procit_udina_aid,BIOD_CITHUB_EMBASSYP1
procit_turian_request_m_dlg,global_udina,BIOD_CITHUB_EMBASSYP1
citprs_dogtag_ambassador_a_dlg,citprs_osoba,BIOD_CITHUB_EMBASSYP2
citprs_dogtag_ambassador_d_dlg,citprs_osoba,BIOD_CITHUB_EMBASSYP2
citprs_ambs_travel_papers_a_dlg,cit_papers_humanfemale,BIOD_CITHUB_EMBASSYP3
not found,Not found,BIOD_CITHUB_EMBASSYP3
not found,Not found,BIOD_CITHUB_EMBASSYP3
citwrd_elcorhomeworld_end_a_dlg,citprs_elcor_ambassador,BIOD_CITHUB_EMBASSYP3
citwrd_elcorhomeworld_get_d_dlg,citprs_elcor_ambassador,BIOD_CITHUB_EMBASSYP3
citprs_samara_d_dlg,global_samara,BIOD_CITHUB_EMBASSYP3
cat002_get_mission_m_dlg,no_owner,BIOD_CITHUB_EMBASSY_CAT002
cat003_wrapup_bailey_d_dlg,global_bailey,BIOD_CITHUB_EMBASSY_CAT003
citprs_garrus_char_moment_m_dlg,hench_garrus,BIOD_CITHUB_GARRUS
citprs_hanarplot_hunt_a_dlg,cit_radio_sal_spectre,BIOD_CITHUB_HANARPLOT2
citprs_hanarplot_hunt_a_dlg,cit_radio_sal_spectre,BIOD_CITHUB_HANARPLOT
citprs_hanarplot_intro_d_dlg,cit_sal_spectre,BIOD_CITHUB_HANARPLOT
citprs_hanarplot_hanar_m_dlg,cit_sal_spectre,BIOD_CITHUB_HANARPLOT
citprs_ambs_hospitalized_a_dlg,citprs_asari_doctor,BIOD_CITHUB_HOSPITAL
citprs_ambs_ptsd_a_dlg,cit_ptsd_patient,BIOD_CITHUB_HOSPITAL
cithub_avina_hospital_d_dlg,global_avina,BIOD_CITHUB_HOSPITAL
cithub_michel_d_dlg,cithub_michel,BIOD_CITHUB_HOSPITAL
cithub_doctor_recruit_d_dlg,cithub_chakwas,BIOD_CITHUB_HOSPITAL
citprs_ak_prehospital_m_dlg,Not found,BIOD_CITHUB_HOSPITALP1
citprs_ak_doctors_a_dlg,citprs_ak_doctor,BIOD_CITHUB_HOSPITALP1
not found,Not found,BIOD_CITHUB_HOSPITALP2
not found,Not found,BIOD_CITHUB_HOSPITALP2
citprs_hosp_recept_argue_i_dlg,cit_hosp_receptionist,BIOD_CITHUB_HOSPITALP2
citprs_undina_ak_visit_v_dlg,global_udina,BIOD_CITHUB_HOSPITALP2
citprs_proto_scientist_d_dlg,cithub_scientist,BIOD_CITHUB_HOSPITALP2
citprs_hosp_tha_inv_d_dlg,global_thane,BIOD_CITHUB_HOSPITALP2
citprs_hosp_thane_d_dlg,global_thane,BIOD_CITHUB_HOSPITALP2
not found,Not found,BIOD_CITHUB_HOSPITALP3
not found,Not found,BIOD_CITHUB_HOSPITALP3
not found,Not found,BIOD_CITHUB_HOSPITALP3
citprs_hospital_dilemma_i_dlg,citprs_hospital_doctor2,BIOD_CITHUB_HOSPITALP3
citprs_batmil_csec_i_dlg,citprs_batmil_radio_csec,BIOD_CITHUB_HOSPITALP3
citprs_jacob_meet_d_dlg,global_jacob,BIOD_CITHUB_HOSPITALP3
citprs_hosp_thanedeath_d_dlg,global_thane,BIOD_CITHUB_HOSPITALP3
citprs_hosp_thanedoc_d_dlg,cithub_thane_doc,BIOD_CITHUB_HOSPITALP3
citprs_ash_investigate_d_dlg,hench_ashley,BIOD_CITHUB_HOSPITAL_ASH
citprs_ash_hospital_m_dlg,hench_ashley,BIOD_CITHUB_HOSPITAL_ASH
citprs_ash_talk1_d_dlg,hench_ashley,BIOD_CITHUB_HOSPITAL_ASHT1
citprs_kaid_investigate_d_dlg,hench_kaidan,BIOD_CITHUB_HOSPITAL_KAI
citprs_kaid_hosp_return_m_dlg,hench_kaidan,BIOD_CITHUB_HOSPITAL_KAI
citprs_kaid_talk1_d_dlg,Not found,BIOD_CITHUB_HOSPITAL_KAIT1
citund_james_tattoo_m_dlg,hench_marine_tattoo,BIOD_CITHUB_JAMES
citprs_kaid_chr_moment_m_dlg,hench_kaidan,BIOD_CITHUB_KAI_MOMENT
citprs_lia_talk1_d_dlg,hench_liara,BIOD_CITHUB_LIARA1
citprs_lia_char_moment02_d_dlg,hench_liara,BIOD_CITHUB_LIARA_MOMENT
citprs_miranda_talk2_m_dlg,global_miranda,BIOD_CITHUB_MIRANDAT2
citwrd_miranda_talk3_culm_m_dlg,global_miranda,BIOD_CITHUB_MIRANDA
not found,Not found,BIOD_CITHUB_PRESIDIUM
not found,Not found,BIOD_CITHUB_PRESIDIUM
citwrd_aria2_oraka_d_dlg,citwrd_oraka,BIOD_CITHUB_PRESIDIUM
citprs_blasto_movie_a_dlg,citprs_vid_blasto,BIOD_CITHUB_PRESIDIUM
citwrd_bluerose_i_dlg,citwrd_bluerose_asari,BIOD_CITHUB_PRESIDIUM
citprs_widow_a_dlg,citprs_widow,BIOD_CITHUB_PRESIDIUM
citprs_aliens_denial_i_dlg,citprs_denial_salarian ,BIOD_CITHUB_PRESIDIUMP2
citwrd_enlist_civilians_i_dlg,citwrd_gungho_civilian,BIOD_CITHUB_PRESIDIUMP2
citwrd_receipt_guy_i_dlg,citwrd_sales_clerk,BIOD_CITHUB_PRESIDIUMP2
citprs_ambs_armchair_a_dlg,cit_armchair_volus,BIOD_CITHUB_PRESIDIUMP2
citprs_ambs_break_a_dlg,cit_break_humanmale,BIOD_CITHUB_PRESIDIUMP2
citprs_ambs_dear_john_a_dlg,cit_dearjohn_wife,BIOD_CITHUB_PRESIDIUMP2
citprs_couple_argue_i_dlg,citprs_argue_husband ,BIOD_CITHUB_PRESIDIUMP2
citprs_aethyta_liara_ambs_a_dlg,citprs_aethyta,BIOD_CITHUB_PRESIDIUMP2
citprs_aethyta_liara_d_dlg,hench_liara,BIOD_CITHUB_PRESIDIUMP2
citprs_aethyta_d_dlg,citprs_aethyta,BIOD_CITHUB_PRESIDIUMP2
citprs_edi_no_joker_a_dlg,hench_edi,BIOD_CITHUB_PRESIDIUMP2
citprs_edi_talk1_d_dlg,hench_edi,BIOD_CITHUB_PRESIDIUMP2
citprs_joker_talk1_d_dlg,global_joker,BIOD_CITHUB_PRESIDIUMP2
citprs_ambis_banker_i_dlg,citprs_ambis_bank_banker,BIOD_CITHUB_PRESIDIUMP3
citprs_ambis_cafe_i_dlg,citprs_ambis_cafe_owner,BIOD_CITHUB_PRESIDIUMP3
citprs_ambis_csec_i_dlg,citprs_ambis_csec_guard1,BIOD_CITHUB_PRESIDIUMP3
not found,Not found,BIOD_CITHUB_PRESIDIUMP3
not found,Not found,BIOD_CITHUB_PRESIDIUMP3
not found,Not found,BIOD_CITHUB_PRESIDIUMP3
not found,Not found,BIOD_CITHUB_PRESIDIUMP3
not found,Not found,BIOD_CITHUB_PRESIDIUMP3
citprs_ambis_guns_i_dlg,citprs_ambis_guns_shop1,BIOD_CITHUB_PRESIDIUMP3
citdoc_vengeance_gung_ho_i_dlg,citdoc_gung_ho,BIOD_CITHUB_PRESIDIUMP3
citprs_kidnapped_search_a_dlg,citprs_volus_ambassador,BIOD_CITHUB_PRESIDIUMP3
citwrd_wounded_angry_vet_a_dlg,wounded_angry_man,BIOD_CITHUB_PRESIDIUMP3
citprs_tali_turian_i_dlg,hench_tali,BIOD_CITHUB_PRESIDIUMP3
citprs_batmil_csec_i_dlg,citprs_batmil_csec_officer,BIOD_CITHUB_PRESIDIUMP3
citdoc_vengeance_sommers_d_dlg,citdoc_sommers,BIOD_CITHUB_PRESIDIUMP3
citprs_tali_talk1_d_dlg,hench_tali,BIOD_CITHUB_TALI1
citprs_udina_postcoun_d_dlg,global_udina,BIOD_CITHUB_UDINA
citprs_udina_investigate_d_dlg,global_udina,BIOD_CITHUB_UDINA
citprs_ambs_refugees_a_dlg,citprs_batarian_refugee,BIOD_CITHUB_UNDERBELLYP2
citund_garrus_ambs_a_dlg,hench_garrus,BIOD_CITHUB_UNDERBELLYP2
citund_garrus_talk1_d_dlg,hench_garrus,BIOD_CITHUB_UNDERBELLYP2
citund_kelly_phase2_d_dlg,Not found,BIOD_CITHUB_UNDERBELLYP2
citund_kelly_a_dlg,Not found,BIOD_CITHUB_UNDERBELLYP2
citwrd_aria3_bailey_d_dlg,radio_bailey,BIOD_CITHUB_UNDERBELLY
citwrd_refugee_i_dlg,citwrd_refugee,BIOD_CITHUB_UNDERBELLY
not found,Not found,BIOD_CITHUB_UNDERBELLY
citwrd_vi_unlock_a_dlg,citwrd_bored_clerk,BIOD_CITHUB_UNDERBELLY
citwrd_vi_shepard_a_dlg,Not found,BIOD_CITHUB_UNDERBELLY
citwrd_aria2_darner_vosq_d_dlg,citwrd_vosque,BIOD_CITHUB_UNDERBELLY
citwrd_aria3_eclipselt_d_dlg,citwrd_sayn,BIOD_CITHUB_UNDERBELLY
cithub_avina_camps_d_dlg,global_avina,BIOD_CITHUB_UNDERBELLY
citund_refugee_leader_d_dlg,citund_refugee_leader,BIOD_CITHUB_UNDERBELLY
citund_kelly_dead_a_dlg,citund_refugee,BIOD_CITHUB_UNDERBELLY
citund_pilot_memorial_m_dlg,CitHub_Shuttle_Pilot,BIOD_CITHUB_UNDERBELLY
citund_pilot_memorial_a_dlg,CitHub_Shuttle_Pilot,BIOD_CITHUB_UNDERBELLY
citprs_ambs_waiting_a_dlg,cit_waiting_guard,BIOD_CITHUB_UNDERBELLYP3
not found,Not found,BIOD_CITHUB_UNDERBELLYP3
citprs_wounded_nurse_a_dlg,citprs_wounded_nurse,BIOD_CITHUB_UNDERBELLYP3
citwrd_ash_talk2_d_dlg,hench_ashley,BIOD_CITHUB_UNDERBELLYP3
citprs_batmil_sadbat_d_dlg,citprs_batmil_beaten_batarian,BIOD_CITHUB_UNDERBELLYP3
citprs_batmil_balak_d_dlg,citprs_balak,BIOD_CITHUB_UNDERBELLYP3
citund_medigel_conrad_d_dlg,citund_conradverner,BIOD_CITHUB_UNDERBELLYP3
citund_medigel_reward_d_dlg,citund_medigel_giver,BIOD_CITHUB_UNDERBELLYP3
citund_medigel_conrad_a_dlg,citund_conradverner,BIOD_CITHUB_UNDERBELLYP3
citund_medigel_giver_a_dlg,citund_medigel_giver,BIOD_CITHUB_UNDERBELLYP3
citprs_prop_director_end_a_dlg,citwrd_director,BIOD_CITHUB_UNDERBELLYP3
citprs_prop_director_d_dlg,citwrd_director,BIOD_CITHUB_UNDERBELLYP3
citprs_prop_director_a_dlg,citwrd_director,BIOD_CITHUB_UNDERBELLYP3
citund_james_poker_a_dlg,hench_marine,BIOD_CITHUB_UNDERBELLYP3
citund_kelly_phase3_d_dlg,Not found,BIOD_CITHUB_UNDERBELLYP3
citund_kelly_a_dlg,Not found,BIOD_CITHUB_UNDERBELLYP3
citprs_wounded_batarian_d_dlg,citprs_wounded_batarian,BIOD_CITHUB_UNDERBELLYP3
citprs_zaeed_a_dlg,global_zaeed,BIOD_CITHUB_UNDERBELLYP3
citprs_kidnapped_guard_a_dlg,citprs_kidnapped_guard,BIOD_CITHUB_VOLUSPLOT
citprs_kidnapped_d_dlg,citprs_volus_ambassador,BIOD_CITHUB_VOLUSPLOT
citprs_kidnapped_confront_m_dlg,citprs_volus_ambassador,BIOD_CITHUB_VOLUSPLOT2
citprs_ambs_guards_a_dlg,cit_guard_tur02,BIOD_CITHUB_WARDSFLUXP2
citprs_ambs_shoreleave_a_dlg,cit_shoreleave_woman,BIOD_CITHUB_WARDSFLUXP2
citprs_dogtag_squad_a_dlg,citwrd_squad1,BIOD_CITHUB_WARDSFLUXP2
not found,Not found,BIOD_CITHUB_WARDSFLUXP2
citwrd_james_club_m_dlg,hench_marine,BIOD_CITHUB_WARDSFLUXP2
not found,Not found,BIOD_CITHUB_WARDSFLUX
citwrd_rp1_aria_d_dlg,global_aria,BIOD_CITHUB_WARDSFLUX
citwrd_rp1_aria_m_dlg,global_aria,BIOD_CITHUB_WARDSFLUX
cithub_donnelly_recruit_d_dlg,cithub_ken,BIOD_CITHUB_WARDSFLUX
cithub_engineers_recruit_d_dlg,cithub_ken,BIOD_CITHUB_WARDSFLUX
citprs_ambs_smuggler_a_dlg,citprs_smuggler_pilot,BIOD_CITHUB_WARDSFLUXP3
citprs_ambs_armor_a_dlg,citprs_recovering_soldier,BIOD_CITHUB_WARDSFLUXP3
not found,Not found,BIOD_CITHUB_WARDSFLUXP3
not found,Not found,BIOD_CITHUB_WARDSFLUXP3
citwrd_jack_d_dlg,global_jack,BIOD_CITHUB_WARDSFLUXP3
citwrd_joker_post_talk2_a_dlg,global_joker,BIOD_CITHUB_WARDSFLUXP3
citwrd_joker_talk2_d_dlg,global_joker,BIOD_CITHUB_WARDSFLUXP3
citwrd_edi_talk2_d_dlg,hench_edi,BIOD_CITHUB_WARDSFLUXP3
citwrd_edi_withjoker_a_dlg,hench_edi,BIOD_CITHUB_WARDSFLUXP3
citwrd_edi_no_joker_a_dlg,hench_edi,BIOD_CITHUB_WARDSFLUXP3
citwrd_pilot_char_moment_d_dlg,CitHub_Shuttle_Pilot,BIOD_CITHUB_WARDSFLUXP3
citwrd_pilot_char_moment_a_dlg,CitHub_Shuttle_Pilot,BIOD_CITHUB_WARDSFLUXP3
citsam_firststeps_a_dlg,Hench_Second ,BIOD_CITSAM_100LANDINGPAD
citsam_esc_decision_m_dlg,citsam_falere,BIOD_CITSAM_110WRAPUP
citsam_esc_decision_sam_m_dlg,global_samara,BIOD_CITSAM_110WRAPUP
citsam_soldier_log_v_dlg,no_owner,BIOD_CITSAM_200MAINT_CONV
citsam_logs_student_a_dlg,citsam_student,BIOD_CITSAM_200MAINTENANCE
citsam_stoppedelevator_a_dlg,Not found,BIOD_CITSAM_200MAINTENANCE
citsam_banshee_wail_a_dlg,Not found,BIOD_CITSAM_200MAINTENANCE
citsam_logs_dead_commando_a_dlg,citsam_dead_commando,BIOD_CITSAM_500CELL
citsam_samara_intro_m_dlg,global_samara,BIOD_CITSAM_500CELL_CONV
citsam_falere_m_dlg,citsam_falere,BIOD_CITSAM_610HALLWAY
citsam_falere_sam_m_dlg,global_samara,BIOD_CITSAM_610HALLWAY
citsam_banshee_spawn_a_dlg,Not found,BIOD_CITSAM_600COURTYARD
citsam_courtyard_b_dlg,Not found,BIOD_CITSAM_600COURTYARD
citsam_banshee_spawn_a_dlg,Not found,BIOD_CITSAM_600COURTYARD
citsam_banshee_spawn_a_dlg,Not found,BIOD_CITSAM_600COURTYARD
citsam_courtyard_b_dlg,Not found,BIOD_CITSAM_600COURTYARD
citsam_dead_commando_b_dlg,Not found,BIOD_CITSAM_752BANTER
citsam_dead_commando_b_dlg,Not found,BIOD_CITSAM_752BANTER
citsam_logs_matriarch_a_dlg,citsam_matriarch,BIOD_CITSAM_700ENTRYWAY
citsam_dead_commando_b_dlg,Not found,BIOD_CITSAM_700ENTRYWAY
citsam_broken_elevator_b_dlg,Not found,BIOD_CITSAM_700ENTRYWAY
citsam_meet_rila_v_dlg,citsam_falere,BIOD_CITSAM_810CINEMEETRILA
citsam_escape_v_dlg,citsam_rila,BIOD_CITSAM_820CINESACRIFICE
citsam_great_hall_enter_a_dlg,citsam_falere,BIOD_CITSAM_800FINALROOM
citsam_post_fight_a_dlg,Not found,BIOD_CITSAM_800FINALROOM
citsam_post_fight_a_dlg,Not found,BIOD_CITSAM_800FINALROOM
end001_shuttle_down_v_dlg,global_shuttle_pilot,BIOD_END001_110LOADINTERIOR
end001_shuttle_down_m_dlg,radio_joker,BIOD_END001_110LOADINTERIOR
end001_aa_attack_b_dlg,radio_end001_alliance_marine,BIOD_END001_200AAGUN
end001_aa_attack_b_dlg,radio_end001_alliance_marine,BIOD_END001_200AAGUN
end001_shuttle_destroyed_p_dlg,radio_shuttle_pilot,BIOD_END001_200AAGUN
end001_aa_attack_b_dlg,no_owner,BIOD_END001_200AAGUN
end001_shuttle_destroyed_p_dlg,ST_Shuttle_Crash,BIOD_END001_228CRASHSCENE
end001_landing_zone_b_dlg,no_owner,BIOD_END001_230ROOFTOP
end001_aa_destroyed_a_dlg,radio_end001_alliance_major,BIOD_END001_230ROOFTOP
end001_aa_destroyed_a_dlg,radio_end001_alliance_major,BIOD_END001_230ROOFTOP
end001_aa_destroyed_a_dlg,radio_end001_alliance_major,BIOD_END001_230ROOFTOP
end001_aa_attack_b_dlg,radio_end001_alliance_marine,BIOD_END001_220THAMESBANK
end001_aa_attack_b_dlg,radio_end001_alliance_marine,BIOD_END001_220THAMESBANK
end001_landing_zone_a_dlg,radio_shuttle_pilot,BIOD_END001_220THAMESBANK
end001_landing_zone_a_dlg,radio_shuttle_pilot,BIOD_END001_220THAMESBANK
end001_landing_zone_a_dlg,radio_shuttle_pilot,BIOD_END001_220THAMESBANK
end001_hammer_landing_c_dlg,global_anderson,BIOD_END001_300SHUTTLERIDE
end001_hammer_shuttle_m_dlg,global_anderson,BIOD_END001_300SHUTTLERIDE
end001_hammer_base_v_dlg,global_anderson,BIOD_END001_410LANDINGPAD
end001_hammer_base_m_dlg,end001_alliance_major,BIOD_END001_410LANDINGPAD
end001_james_d_dlg,hench_marine,BIOD_END001_420HUBSTREET1
end001_radio1_a_dlg,end001_radio_comm_officer02,BIOD_END001_420HUBSTREET1
end001_ash_d_dlg,hench_ashley,BIOD_END001_430HUBSTREET2
end001_kaidan_d_dlg,hench_kaidan,BIOD_END001_430HUBSTREET2
end001_pilot_a_dlg,global_shuttle_pilot,BIOD_END001_436CRCORTEZ
not found,global_reporter,BIOD_END001_436CRALLERS
end001_vid_terminal_d_dlg,end001_comm_techie,BIOD_END001_435COMMROOM
end001_grunt_a_dlg,global_grunt,BIOD_END001_436CRGRUNT
end001_jack_a_dlg,global_jack,BIOD_END001_436CRJACK
end001_jacob_a_dlg,global_jacob,BIOD_END001_436CRJACOB
end001_kasumi_a_dlg,global_kasumi,BIOD_END001_436CRKASUMI
end001_miranda_d_dlg,global_miranda,BIOD_END001_436CRMIRANDA
end001_mordin_a_dlg,global_mordin,BIOD_END001_436CRMORDIN
end001_samara_a_dlg,global_samara,BIOD_END001_436CRSAMARA
end001_zaeed_a_dlg,global_zaeed,BIOD_END001_436CRZAEED
end001_turians_a_dlg,no_owner,BIOD_END001_440TURIANS
end001_turians_a_dlg,no_owner,BIOD_END001_440TURIANS
end001_turian_primarch_d_dlg,global_turian_leader,BIOD_END001_440TURIANS
end001_garrus_d_dlg,hench_garrus,BIOD_END001_440TURIANS
end001_liara_d_dlg,hench_liara,BIOD_END001_460ROOFINTERIOR
end001_radio2_a_dlg,end001_medic,BIOD_END001_460ROOFINTERIOR
end001_kirrahe_a_dlg,global_kirrahe,BIOD_END001_472HUBKIRRAHE
end001_kirrahe_a_dlg,global_kirrahe,BIOD_END001_472HUBKIRRAHE
end001_kirrahe_a_dlg,global_kirrahe,BIOD_END001_472HUBKIRRAHE
end001_salarian_leader_a_dlg,end001_salarian_leader,BIOD_END001_472HUBSALBOSS
end001_salarian_leader_a_dlg,end001_salarian_leader,BIOD_END001_472HUBSALBOSS
end001_salarian_leader_a_dlg,end001_salarian_leader,BIOD_END001_472HUBSALBOSS
end001_wreav_a_dlg,global_wreav,BIOD_END001_472HUBWREAV
end001_wreav_a_dlg,global_wreav,BIOD_END001_472HUBWREAV
end001_wreav_a_dlg,global_wreav,BIOD_END001_472HUBWREAV
end001_wrex_a_dlg,global_wrex,BIOD_END001_472HUBWREX
end001_wrex_a_dlg,global_wrex,BIOD_END001_472HUBWREX
end001_wrex_a_dlg,global_wrex,BIOD_END001_472HUBWREX
end001_anderson_a_dlg,global_anderson,BIOD_END001_480COMMANDROOM
end001_anderson_a_dlg,global_anderson,BIOD_END001_480COMMANDROOM
end001_anderson_a_dlg,global_anderson,BIOD_END001_480COMMANDROOM
end001_team_speech_v_dlg,global_anderson,BIOD_END001_480COMMANDROOM
end001_team_speech_start_v_dlg,global_anderson,BIOD_END001_480COMMANDROOM
end001_edi_d_dlg,hench_edi,BIOD_END001_480COMMANDROOM
end001_tali_d_dlg,hench_tali,BIOD_END001_480COMMANDROOM
end001_geth_prime_a_dlg,Geth_Prime,BIOD_END001_481HUBGETH
end001_raan_a_dlg,global_admiral,BIOD_END001_481HUBQUARIANS
end001_team_speech_m_dlg,no_owner,BIOD_END001_485SHEPSPEECH
end001_building_01_b_dlg,radio_end001_alliance_major,BIOD_END001_600MAKOTRENCH
end001_building_01_b_dlg,radio_end001_alliance_major,BIOD_END001_600MAKOTRENCH
end001_building_01_b_dlg,radio_end001_alliance_major,BIOD_END001_635PARKINGDOOR
end001_building_01_b_dlg,radio_end001_alliance_major,BIOD_END001_630TRENCH3
end001_building_03_b_dlg,radio_end001_alliance_major,BIOD_END001_725STORE
end001_building_04_b_dlg,radio_end001_alliance_major,BIOD_END001_745BARDOOR
end001_building_02_b_dlg,radio_end001_alliance_major,BIOD_END001_720OXFORDCIRCUS
end001_building_02_b_dlg,radio_end001_alliance_major,BIOD_END001_720OXFORDCIRCUS
end001_building_03_b_dlg,radio_end001_alliance_major,BIOD_END001_740SIDESTREET
end001_building_03_b_dlg,radio_end001_alliance_major,BIOD_END001_740SIDESTREET
end001_building_01_b_dlg,radio_end001_alliance_major,BIOD_END001_710TURRETBLDG
end001_building_01_b_dlg,radio_end001_alliance_major,BIOD_END001_710TURRETBLDG
end001_building_01_b_dlg,radio_end001_alliance_major,BIOD_END001_710TURRETBLDG
end001_building_02_b_dlg,radio_end001_alliance_major,BIOD_END001_710TURRETBLDG
end001_building_01_b_dlg,radio_end001_alliance_major,BIOD_END001_710TURRETBLDG
end001_building_04_b_dlg,radio_end001_alliance_major,BIOD_END001_760UNIALLEY
end001_building_04_b_dlg,radio_end001_alliance_major,BIOD_END001_760UNIALLEY
end001_building_04_b_dlg,radio_end001_alliance_major,BIOD_END001_750UNIINTERIOR
end001_final_fight_b_dlg,radio_end001_alliance_major,BIOD_END001_770HARVESTER
end001_final_fight_b_dlg,radio_end001_alliance_major,BIOD_END001_770HARVESTER
end001_final_fight_b_dlg,radio_end001_alliance_major,BIOD_END001_771HARWAVE1
end001_final_fight_b_dlg,radio_end001_alliance_major,BIOD_END001_774HARWAVE4
end001_final_fight_b_dlg,radio_end001_alliance_major,BIOD_END001_774HARWAVE4
end001_final_fight_v_dlg,radio_global_anderson,BIOD_END001_774HARWAVE4
end001_final_fight_v_dlg,radio_global_anderson,BIOD_END001_774HARWAVE4
end001_final_launch1_v_dlg,no_owner,BIOD_END001_776LAUNCHPREP
end001_final_fight_b_dlg,radio_end001_alliance_major,BIOD_END001_775HARWAVE5
end001_final_launch2_v_dlg,no_owner,BIOD_END001_780APCARRIVAL
end001_final_run_v_dlg,global_anderson,BIOD_END001_780APCARRIVAL
end001_final_run_m_dlg,global_anderson,BIOD_END001_800APCRIDE
end001_final_run_outside_v_dlg,global_anderson,BIOD_END001_800APCRIDE
end002_anderson_arrives_m_dlg,radio_anderson,BIOD_END002_100OPENING
end002_anderson_end_m_dlg,global_anderson,BIOD_END002_300TIMCONFLICT
end002_illusive_man_m_dlg,global_illusive_man,BIOD_END002_300TIMCONFLICT
end002_illusive_man_dies_m_dlg,global_illusive_man,BIOD_END002_300TIMCONFLICT
end003_catalyst_m_dlg,end002_child,BIOD_END002_400GUARDIAN
gth001_umbtalk2_a_dlg,radio_joker,BIOD_GTH001_100INTRO
gth001_hullbreach2_b_dlg,radio_tali,BIOD_GTH001_200DOCKING
gth001_dockroom_b_dlg,radio_tali,BIOD_GTH001_200DOCKING
gth001_hullbreach_b_dlg,radio_tali,BIOD_GTH001_200DOCKING
gth001_postumb_b_dlg,radio_tali,BIOD_GTH001_200DOCKING
gth001_squadjoin2_v_dlg,hench_tali,BIOD_GTH001_200DOCKING
gth001_squadjoin_gun_b_dlg,hench_tali,BIOD_GTH001_200DOCKING
gth001_squadjoin_v_dlg,hench_tali,BIOD_GTH001_200DOCKING
gth001_umb_dread_p_dlg,radio_joker,BIOD_GTH001_150ENTRY
gth001_umb_rannoch_p_dlg,radio_joker,BIOD_GTH001_150ENTRY
gth001_umbtalk1_a_dlg,radio_tali,BIOD_GTH001_150ENTRY
gth001_gethintro_berserk_b_dlg,hench_tali,BIOD_GTH001_300GARDIAN
gth001_gethintro_shield_b_dlg,hench_tali,BIOD_GTH001_300GARDIAN
gth001_gethintro2_b_dlg,hench_tali,BIOD_GTH001_300GARDIAN
gth001_gardian_b_dlg,hench_edi,BIOD_GTH001_300GARDIAN
gth001_gethintro1_b_dlg,hench_tali,BIOD_GTH001_300GARDIAN
gth001_squadjoin_post_b_dlg,hench_tali,BIOD_GTH001_300GARDIAN
gth001_pre_op1_b_dlg,hench_tali,BIOD_GTH001_350MAINHALL
gth001_sensors_b_dlg,hench_edi,BIOD_GTH001_350MAINHALL
gth001_poi_sgnl_p_dlg,hench_edi,BIOD_GTH001_350MAINHALL
gth001_cc_master_m_dlg,global_xen,BIOD_GTH001_420HOLO
gth001_op_center_banter_b_dlg,no_owner,BIOD_GTH001_400BRIDGE
gth001_op_center_banter_b_dlg,no_owner,BIOD_GTH001_400BRIDGE
gth001_radioambs_a_dlg,radio_admiral,BIOD_GTH001_450GETHRIES
gth001_op_center_banter_b_dlg,no_owner,BIOD_GTH001_400BRIDGE
gth001_pregun_b_dlg,hench_tali,BIOD_GTH001_450GETHRIES
gth001_op_center_banter_b_dlg,no_owner,BIOD_GTH001_400BRIDGE
gth001_banter_hist_b_dlg,hench_tali,BIOD_GTH001_450GETHRIES
gth001_op_center_banter_b_dlg,no_owner,BIOD_GTH001_400BRIDGE
gth001_op_center_banter_b_dlg,no_owner,BIOD_GTH001_400BRIDGE
