Old Woman,Are you sure? I can't guarantee your safety. Who will fight the monster? (List of 4 party members + Cancel),(List of 4 party members + Cancel),(List of 4 party members + Cancel)
Old Woman,"Wow, I can't believe it... Here's your prize. (Win: Circlet)",(Win: Circlet),(Win: Circlet)
Queen Stella,I see... (You don't get the Stellazio back.),(You don't get the Stellazio back.),(You don't get the Stellazio back.)
Zenero,"Yeah! (The two run off, passing Zidane.)","(The two run off, passing Zidane.)","(The two run off, passing Zidane.)"
Quina,It a feast!!! (Quina imagines a gigantic feast around.) I-Is unbelievable... I not know where to start! What I eat first? Hohoho! <Ng-ng-ng...> I-Is sooo good! Hohoho! <Ng-ng-ng...> Is delicious!!! Delicious...,(Quina imagines a gigantic feast around.),(Quina imagines a gigantic feast around.)
Quina,Hmm!? I smell something this way! (S/he heads to balcony),(S/he heads to balcony),(S/he heads to balcony)
Gold Choco,"Kweh, kwokkwehkweh, kweh. (The western side of the mountain on Seaways Canyon on the Forgotten Continent also has a crack in it.) Kwok, kwek, kweh. (But it's very hard to find.)",(The western side of the mountain on Seaways Canyon on the Forgotten Continent also has a crack in it.),
Gold Choco,"Kweh, kwokkwehkweh, kweh. (The western side of the mountain on Seaways Canyon on the Forgotten Continent also has a crack in it.) Kwok, kwek, kweh. (But it's very hard to find.)",(But it's very hard to find.),
Gold Choco,"K-Kwekweh, Kweh? (Did you know that you can use a Dead Pepper to crumble cracked mountain walls?)",(Did you know that you can use a Dead Pepper to crumble cracked mountain walls?),
Gold Choco,"Kweh, kwek, kwohkweh, kweh. (You can see where the floating island is by checking the location of the shadow on the 6 Chocograph Pieces.)",(You can see where the floating island is by checking the location of the shadow on the 6 Chocograph Pieces.),
Reef Choco,"Kwok, kwekweh, kkweh. (There's a crack on the mountain located on a long island north of Outer Continent. I heard something say 'kupo' from the crack.)",(There's a crack on the mountain located on a long island north of Outer Continent. I heard something say 'kupo' from the crack.),
Blue Choco,"K-Kweh, kwek, kwek. (The east side of the mountain on Seaways Canyon on the Forgotten Continent has a crack in it.)",(The east side of the mountain on Seaways Canyon on the Forgotten Continent has a crack in it.),
Mysterious Voice,Prepare to die! (Fight w/ Hades initiates),(Fight w/ Hades initiates),(Fight w/ Hades initiates)
