.folder,.series,.game,.group,.charName,.totalWords,who,what,why,where,when,how
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Sakeepa,94,0,1,0,0,0,1
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,ScarTail,265,0,0,0,1,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SeedNeeus,359,0,3,0,0,0,1
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,HaulsRopesFaster,117,2,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,AhMalz,72,0,1,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,GeemJasaiin,54,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Usheeja,57,0,1,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,Marz,154,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,CitySwimmer,128,0,2,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,OnStayaSundew,59,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,Rana,18,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Geel,23,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,OleedEi,33,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,Numeen,51,0,1,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,Bejeen,154,0,7,2,0,0,1
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Otumeel,64,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,TestKenManArgonian,77,0,4,0,0,1,2
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,MQ05AstavWirich,3,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,MQ09UndeadBlade04,212,1,1,0,0,0,1
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,RodericPierrane,57,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,ElisaPierrane,54,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,MGMageApprentice8,21,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,MGMageApprentice4,19,0,1,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,MGMageApprentice,19,0,1,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,MarietteRielle,86,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,CandiceCorgine,56,0,1,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,ClaudettePerrick,215,0,0,0,0,0,1
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,BrucetusFestinius,32,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,MarcGulitte,160,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,MirabelleMonet,94,0,1,0,0,1,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,TimotheeLaRouche,70,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,DidierAumilie,54,1,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,EugalBelette,23,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,MariePalielle,44,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,LazareMilvan,72,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,AmbroiseCanne,84,0,1,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,BernadettePeneles,162,0,0,1,0,1,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,DavideSurilie,68,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,GastonSurilie,55,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,GasparStegine,20,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,RenaldViernis,37,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,EdgarVautrine,42,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,KastusSintav,27,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,BeranSintav,42,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,SamuelBantien,36,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,RochelleBantien,35,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,ErnestManis,70,0,1,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,HastrelOttus,52,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,SalomonGeonette,55,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,DamianMagius,22,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,YvaraChannitte,65,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,GanLuseph,72,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,ChanaMona,51,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,DelphineJend,179,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,RoxanneBrigette,49,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SisterPhebeJeanard,35,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Eronor,252,1,0,0,0,1,1
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,UlenAthram,69,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,DiramSerethi,408,1,2,1,0,1,2
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,UrnsiSerethi,86,0,0,0,0,0,1
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,AdosiSerethi,96,1,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,NoveniOthran,25,0,1,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,BolorSavel,32,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,RalsaNethan,8,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,MelsMaryon,162,0,2,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,BleakMineGuard,6,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,BleakMineGuardCaptain,17,0,0,0,0,1,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,BleakMineGuardCaptain2,6,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,RaynilDralas,176,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,Minx,138,0,2,1,1,1,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,CylbenDolovas,126,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,MensaSelas,12,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Bongond,161,0,2,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,TovasSelvani,142,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,LlensiLlaram,33,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,Glistel,28,0,1,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,GureryneSelvilo,39,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,DerveraRomalen,160,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,UleneHlervu,107,1,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,TolisiGirith,41,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,TanasaArano,45,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,FalanuHlaalu,201,0,3,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,DovynAren,50,0,1,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,DrelsTheran,58,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,AvrusAdas,63,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SE13DarkSeducerMessenger,97,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SE13DarkSeducerCaptain,157,0,1,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,SE10SeducerMaleWarrior1,50,0,0,0,0,0,1
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SEDylora,612,1,6,0,6,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SEAdeo,371,0,2,0,0,1,1
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SENelrene,421,0,3,0,0,1,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SEUlfri,707,1,2,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SEStela,68,0,1,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SE08DarkSeducerGrakendoUdico,1161,3,3,0,1,7,2
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SEPinnacleRockGuard,38,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SE06DarkSeducerWarden,316,0,0,0,1,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SE14DSEscort,31,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,MQ15Kathutet,824,0,0,0,2,1,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,MS48OblivionSigilKeeper,14,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SE13GoldenSaintMessenger,97,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SE13GoldenSaintCaptain,157,0,1,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,SE10SaintMaleWarrior1,50,0,0,0,0,0,1
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SEStaada,567,1,5,0,6,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SEIssmi,376,0,2,0,0,1,1
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SEKaneh,998,1,2,3,1,4,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SE08GoldenSaintAurigDesha,1160,3,3,0,1,7,2
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SEBrellachGuard,35,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SE06GoldenSaintWarden,155,0,0,0,0,1,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SE14GSEscort,31,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,SE08GoldenSaint04,32,0,2,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,MGMageScholar,24,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Ancotar,648,0,5,1,0,1,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,MG16NecromancerMale2,70,0,2,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Mannimarco,286,1,0,0,0,2,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,DANamiraForgotten1,29,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,DANamiraForgotten2a,29,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Hirtel,245,0,1,0,0,0,1
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Angalmo,210,0,1,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,Ohtesse,91,1,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Errandil,59,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Ohtimbar,68,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Orintur,138,0,0,0,1,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,Eilonwy,203,0,3,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Voranil,51,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Tumindil,47,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Salmo,52,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Calindil,40,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,ErissareArenim,86,0,0,1,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Areldil,27,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Gilgondorin,363,0,2,3,3,1,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Ungarion,58,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,Ardaline,195,1,1,1,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Carandial,39,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,MQ13BrumaSoldier,30,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,MQ13BrumaMilitiaMale,16,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,MQ13BrumaMilitiaFemale,18,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,MQ06MythicDawnDoorkeeper,120,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,BrotherPiner,480,3,1,0,0,2,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,MQ09UndeadBlade01,220,1,1,1,0,0,1
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,VieraLerus,109,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,RegulusTerentius,344,0,0,0,0,0,1
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,PistaMarillin,119,0,0,0,1,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,MGMageApprentice10,22,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,MGMageApprentice9,21,0,1,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,MGMageApprentice7,18,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,MGMageApprentice6,18,0,0,0,0,0,1
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,MGMageApprentice5,18,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,MGMageApprentice3,20,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,MGMageApprentice2,17,0,0,0,0,0,1
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,WormAnchorite,57,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,AdamusPhillida,142,0,0,1,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,AmantiusAllectus,80,0,1,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,CaulaAllectus,77,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,CamillaLollia,45,0,1,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,LeyawiinGuardCastleSanguine,255,1,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,DANamiraForgotten2,29,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,DANamiraForgotten1a,29,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,CastaFlavus,31,0,1,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SchlerusSestius,56,0,1,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,IlendVonius,260,0,2,0,0,1,1
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,JesanRilian,73,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,BerichInian,412,0,1,1,1,0,2
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,MS49LegionSoldier,21,0,0,0,0,0,1
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,SE14Healer1,16,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,ClaudiusArcadia,26,0,1,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,MS94ImperialCaptain,119,0,1,0,0,0,1
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Dion,209,0,0,2,0,0,1
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,TertullianVerus,159,1,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,ServatiusQuintilius,111,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,TyrelliusLogellusOffDuty,76,0,0,0,0,1,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,SE32VitharnSoldier01,169,1,2,0,1,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,GrayFoxCorvus,15,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,DumaniaJirich,38,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,Langley,16,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,RufriusVinicius,31,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,AstiaInventius,44,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,JesanSextius,36,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,CastaScribonia,63,1,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,RenaBruiant,36,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,RimalusBruiant,43,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,OtiusLoran,52,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,MarianaAncharia,90,0,0,1,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,GruiandGarrana,109,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,NaspiaCosma,36,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,ErinaJeranus,186,0,1,0,0,0,1
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,ValandrusAbor,39,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,DanusArtellian,50,0,1,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,FadusCalidius,130,0,2,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,ToutiusSextius,215,1,3,1,0,1,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,RemanBroder,141,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,ViatorAccius,35,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,SergiusVerus,35,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,CiceroVerus,35,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,MaroRufus,29,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,female,ViniciaMelissaeia,152,2,1,1,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,LeyMarillin,96,0,0,0,0,0,0
../data/ElderScrolls/Oblivion/,The Elder Scrolls,The Elder Scrolls IV: Oblivion,male,InielSintav,32,0,0,0,0,0,0
