.folder,.series,.game,.group,.charName,.totalWords,i,me,my,you,he,she,they,them,his,hers,theirs
../data/ElderScrolls/Skyrim/,The Elder Scrolls,The Elder Scrolls V: Skyrim,female,Morwen,22,2,0,0,3,0,0,0,0,0,0,0
../data/ElderScrolls/Skyrim/,The Elder Scrolls,The Elder Scrolls V: Skyrim,male,Tharstan,20,2,0,1,0,0,0,0,0,0,0,0
../data/ElderScrolls/Skyrim/,The Elder Scrolls,The Elder Scrolls V: Skyrim,male,Sahrotaar,26,1,0,0,2,1,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,female,Lenna,1208,26,5,5,41,3,0,3,1,2,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,King Tycoon,235,1,3,1,9,0,0,2,1,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,King,60,2,2,0,1,0,0,0,1,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,female,Faris,902,13,12,5,23,0,1,1,1,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Galuf,1789,43,9,14,47,11,0,5,4,1,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Butz,1904,27,5,13,53,8,1,3,3,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Old Man,24,3,1,2,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Boco,10,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Pirates,28,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Man,67,2,0,0,0,2,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Man 2,4,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Zokk,84,0,0,2,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Butz's Dad,26,2,1,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,female,Butz's Mom,0,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Pirate,11,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,female,Stella,4,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,female,Cara,805,10,4,2,19,13,0,1,1,1,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,female,Siren,43,2,2,1,4,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,female,Lady,33,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,female,Magisa,60,1,0,1,1,0,1,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,King Worus,63,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Soldier,143,1,0,0,6,1,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Warrior,31,1,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Guard,64,2,0,0,3,0,0,0,1,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Cid,829,20,4,4,19,2,0,6,1,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Minister,53,1,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,female,Queen Karnak,72,2,0,1,3,0,0,0,1,1,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Wolf,70,0,0,0,3,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Ifrit,35,2,1,2,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Byblos,13,0,0,1,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Mid,577,6,4,1,21,6,0,3,0,3,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Scholar,10,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Scholar 2,3,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Scholar 3,5,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Scholar 4,1,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Exdeath,535,11,6,8,16,0,0,0,2,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Gilgamesh,316,13,6,3,17,1,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Soldiers,2,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Kelgar,294,5,2,3,5,0,0,2,3,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Dorgan,48,1,0,0,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Zeza,306,7,5,0,9,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,female,Maid,9,0,0,0,0,0,1,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Guard 2,15,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Guards,4,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Enkidou,9,0,1,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Atmos,8,0,0,0,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Guido,616,9,0,1,6,4,0,4,1,3,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Carbuncle,29,0,2,0,6,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Chancellor,51,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Bahamut,22,0,1,1,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Odin,60,2,1,0,6,1,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Gogo,104,4,1,1,7,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,female,Jenica,49,0,0,0,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,female,Calofisteri,8,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Apanda,24,0,0,0,1,0,0,1,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Apocalypse,19,1,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,female,Woman,16,1,1,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Halikarnassos,19,1,0,1,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Necrofobia,53,3,1,2,3,0,0,0,0,0,0,0
../data/FinalFantasy/FFV/,Final Fantasy,Final Fantasy V,male,Neo-exdeath,20,3,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Rikku,2997,55,12,1,88,21,6,12,2,2,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Leblanc,823,22,7,4,27,5,0,1,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Paine,2234,57,9,5,70,12,6,12,9,3,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Man with Two Guns,5,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Bulky Man,3,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Yuna,5680,189,47,24,164,17,11,20,18,4,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Shinra,551,12,2,2,7,2,1,1,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Buddy,1024,6,4,2,18,4,0,5,3,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Brother,827,16,7,3,16,0,1,1,1,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Barkeep,62,1,0,1,0,0,1,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Ormi,236,2,2,0,5,0,1,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Logos,380,3,1,0,12,0,2,0,1,1,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Man,128,7,0,1,2,1,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Wakka,975,36,9,7,29,6,0,2,1,3,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Lulu,286,7,1,0,9,2,0,1,3,1,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Kid,5,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Man 1,77,0,0,0,6,2,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Man 2,45,0,0,0,1,1,0,0,1,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Girl,4,0,0,1,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Balloon Vendor,17,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Guard 1,23,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Guard 2,5,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Goon 1,2,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Goon 2,2,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Rin,2259,52,9,8,47,5,3,11,6,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Yaibal,582,14,8,1,22,3,0,3,5,1,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Clasko,367,20,6,6,9,0,1,1,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Maroda,362,5,4,1,4,3,0,2,2,1,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Elma,346,9,2,0,7,0,0,3,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Elma's Youth League Member 1,3,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Elma's Youth League Member 2,3,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Lucil,823,21,2,8,21,1,0,0,0,2,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Gippal,554,6,2,1,23,1,3,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Al Bhed (male voice),1,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Al Bhed 1,8,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Al Bhed 2,11,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Pilot,99,4,1,0,6,0,1,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Nhadala,308,7,1,0,11,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Tobli,750,23,6,5,26,2,0,0,1,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Hypello,133,2,0,0,1,0,0,1,1,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Bayra,113,2,1,4,3,0,0,0,3,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Donga,75,3,1,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Pukutak,82,1,2,3,3,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Tromell,399,13,2,7,6,1,0,4,2,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Male Al Bhed 1,3,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Male Al Bhed 2,4,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Female Al Bhed,5,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,O'aka,378,13,7,2,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Elderly Guado,31,5,0,1,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Woman,77,0,1,0,2,0,0,0,0,1,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Baralai,688,18,8,3,28,1,0,3,2,1,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Kimahri,321,0,0,0,0,0,0,1,1,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Garik,271,0,0,0,0,3,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Isaaru,447,16,9,2,14,1,0,2,0,1,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Pacce,65,0,2,0,5,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Taro,20,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Hana,25,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Goon,96,3,1,0,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Cid,147,4,1,0,4,1,0,1,0,1,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Barthello,141,6,1,1,1,0,0,1,1,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Dona,680,12,10,13,28,1,0,2,3,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Nooj,680,19,6,6,27,3,1,3,1,1,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Citizen,20,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Guard,91,3,0,1,12,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Vuroja,4,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Temple Priest,28,3,0,0,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Shuyin,222,11,6,0,11,0,0,2,1,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Daraya,51,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Borra,11,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Pukara,8,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Youth League Member 1,34,1,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Youth League Member 2,4,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Youth League Member 3,6,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Datto,66,0,0,0,4,0,0,0,0,1,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Jassu,48,0,1,0,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Beclem,466,8,3,4,22,2,0,0,1,3,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Shelinda,546,8,5,3,9,0,0,2,3,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Clerk,11,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Calli,131,10,2,1,5,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Youth League Member 2 at concert,59,1,0,0,2,0,0,1,0,2,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Yaibal's Youth League Member 1,1,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Yaibal's Youth League Member 2,1,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Lian,99,1,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Fem-Goon 1,81,1,0,0,3,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Fem-Goon 2,35,0,1,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Kinoc,4,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Maechen,474,11,2,3,6,4,3,1,0,2,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Al Bhed (wounded),21,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Benzo,508,6,2,1,10,0,10,4,5,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Old Woman,14,0,0,0,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Al Bhed (outside temple),31,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Man 3,15,0,0,0,0,1,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Man 4,5,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Youth League Member 1 at concert,19,1,0,0,0,0,0,0,1,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,New Yevon Member 1 at concert,15,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,New Yevon Member 2 at concert,15,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Darling,10,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Keepa,3,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Chappu,100,8,1,1,4,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Botta,6,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Boy,14,1,1,1,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Prophet,55,1,1,0,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Lenne,60,2,1,0,4,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Al Bhed running The Experiment,74,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Al Bhed (Thunder Plains),22,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Guado,38,0,0,0,0,0,0,1,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Wantz,66,2,2,1,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Al Bhed (Hovercraft),5,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,female,Female Ronso,8,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Ayde,31,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Fayth,118,1,0,0,5,0,0,2,0,2,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Braska,12,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Jecht,3,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Auron,10,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFX2/,Final Fantasy,Final Fantasy X-2,male,Tidus,82,7,2,1,3,0,0,0,0,0,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,male,Prompto,11863,296,96,57,287,36,25,37,16,18,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,male,Ignis,8634,130,16,21,141,22,16,26,21,42,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,male,Noctis,10685,289,99,46,373,30,17,31,10,12,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,male,Regis,149,4,1,4,12,1,0,0,0,1,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,male,Gladiolus,9577,140,47,32,264,37,8,22,3,32,1,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,male,Drautos,2,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,female,Cindy,2723,55,28,12,32,13,5,15,4,2,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,male,Cid,929,16,7,3,19,6,4,4,0,3,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,male,Man,1604,40,5,6,20,11,3,22,1,8,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,female,Woman,788,18,3,2,16,10,7,3,0,3,0,1
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,male,Takka,832,24,15,9,21,0,0,2,1,0,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,male,Dave,965,25,15,8,16,1,1,5,1,0,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,male,Proprietor (Delivery),26,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,female,Luna,941,38,6,13,30,1,4,5,1,3,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,male,Receptionist,29,1,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,female,Sania,1066,22,9,11,48,0,0,0,2,0,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,male,Staff,4,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,male,Ardyn,2642,64,25,11,125,6,1,8,5,6,1,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,male,Dino,1467,44,18,18,58,1,0,3,1,1,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,female,Coctura,365,14,4,5,8,0,0,0,0,0,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,female,Newscaster,410,0,0,0,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,male,Cor,1494,27,9,10,63,14,1,4,3,7,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,female,Girlfriend,23,1,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,male,Boyfriend,31,1,0,1,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,female,Monica,384,14,5,1,11,0,0,0,1,1,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,male,Hunter1,44,1,0,0,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,male,Hunter2,4,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,male,Loqi,323,8,4,4,17,1,0,0,0,1,0,0
../data/FinalFantasy/FFXV/,Final Fantasy,Final Fantasy XV,male,Iedolas,107,3,0,3,2,0,0,0,0,0,0,0
