CharName,Line,LastNamedChar,LastButOneNamedChar,location
UnknownChar311,Hey! Stop goofing off and help catch that kid!,Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_140_020
UnknownChar312,Damn ... !,Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_140_020
UnknownChar313,I told you what would happen to that little brat if you didn't have our money!,Karol,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_010
UnknownChar314,"Please, sir!! Not that! Please give me back my son!",Karol,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_010
UnknownChar315,"With this awful weather the last few months, we haven't been able to launch the boats.",Karol,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_010
UnknownChar316,"Surely you realize sir, we can't hope to pay our taxes like this.",Karol,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_010
UnknownChar317,"You'd better hurry up and capture that Rhybgaro beast then, shouldn't you?",Karol,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_010
UnknownChar318,"That's right. If you sell his horn, you'll never have to worry about taxes again. How many times do we have to tell you?",Karol,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_010
UnknownChar319,"Teagle, that's enough! You're hurt ... You might even get yourself killed this time!",Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_010
UnknownChar320,Yuri! Are you all right?,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_020
UnknownChar321,Ugh!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_035
UnknownChar322,"What are you trying to pull off, brat?",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_035
UnknownChar323,"Now, now, why don't you eat this and relax?",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_035
UnknownChar324,"I don't want it, and this ain't a place for kids like you.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_035
UnknownChar325,Huh?,Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_035
UnknownChar326,What's with you? Are you her father or something?,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_035
UnknownChar327,I'd like a rematch!,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_035
UnknownChar328,Ahh ... !,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_035
UnknownChar329,I'm just teaching her what it means to fight by adult rules.,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_035
UnknownChar330,Hyah!,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_035
UnknownChar331,Wh-what're you doing ... ?!,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_035
UnknownChar332,(cough) N-now you've done it ... ,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_035
UnknownChar333,"If you're going to grab a beautiful girl's hand, you'd best be prepared for the consequences.",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_035
UnknownChar334,"Sadly, now's not the time to explain.",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_035
UnknownChar335,Farewell!,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_035
UnknownChar336,You bastard! Wait!,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_035
UnknownChar337,"Tch, what was with that brat?!",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_035
UnknownChar338,"Hey, you better make yourself scarce too!",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_035
UnknownChar339,"Sir Flynn, I have news ... Wh-what is Rita doing here?!",Flynn,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_040
UnknownChar340,I heard you refused an imperial request for assistance.,Flynn,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_040
UnknownChar341,Do you think it's all right for a mage employed by the empire to simply abandon her obligations?,Flynn,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_040
UnknownChar342," ... Humph, whatever. It's not like I care a whit about you either.",Rita,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_040
UnknownChar343,Whaddaya want?,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_051
UnknownChar344,"Hmph, go home! Scram! The magistrate is a busy man.",Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_051
UnknownChar345,"Hey, you better watch your mouth, punk!",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_051
UnknownChar346,"Tough luck. Place is surrounded by a wall, and there's no gettin' inside unless ya can clear it.",Estelle,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_090
UnknownChar347,"Ya won't last long if ya go screamin' in a spot like this, yer ladyship.",Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_090
UnknownChar348,"Whaddya mean? Me and the kid there are old friends, right pal?",Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_090
UnknownChar349,"Now now, don't be like that. What about the fun times we had in jail, Mr. Yuri Lowell?",Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_090
UnknownChar350,"Huh? Ah, right ... I suppose Raven will do for now.",Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_090
UnknownChar351,"Pa ... pa, Ma ... Help me ... !",Rita,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_110
UnknownChar352,(Sob) (sob) Papa ... Mama ... ,Karol,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_120
UnknownChar353,A scary old man brought me here ... ,Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_120
UnknownChar354,He said it was 'cuz Papa and Mama couldn't pay their taxes ... ,Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_120
UnknownChar355,Papa ... Mama ... I wanna go home ... ,Karol,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_120
UnknownChar356,Pauly ... ,Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_120
UnknownChar357,"Well, well, what do we have here? More delicious snacks for my pet, it seems.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_130
UnknownChar358,What a nice view ... ,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_135
UnknownChar359,It's what it looks like. I'm sightseeing!,Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_135
UnknownChar360,Absolutely not.,Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_135
UnknownChar361,Oh?,Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_135
UnknownChar362,I know you.,Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_135
UnknownChar363,"Hmm, your name is ... Jack!",Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_135
UnknownChar364,It's Patty.,Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_135
UnknownChar365,Intrudeeeers!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_136
UnknownChar366,Out of my way!,Karol,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_170
UnknownChar367,Hah. Was that spineless worm Ragou running from a bunch of kids?,Karol,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_170
UnknownChar368,Maybe I am ... ,Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_170
UnknownChar369,"You're quick and you've got guts, too. My arm's gonna feel that ... Wish I had you in my guild.",Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_170
UnknownChar370,"But it's pushy guys like you I have to watch out for. Upsets the harmony of the guild, see? Nothing personal ... ",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_170
UnknownChar371, ... (Cough) ... Is anyone there?,Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_150_170
UnknownChar372,That's far enough! This area is under the jurisdiction of the Hunting Blades.,Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_170_010
UnknownChar373,These measures have been taken to prevent the injury of innocent bystanders.,Karol,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_170_010
UnknownChar374,Yuri! This is not good!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_010_010
UnknownChar375,"Ted! Ted! You get down here! They need your help, too!",Ted,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_010_010
UnknownChar376,Please take this.,Alexei,Leblanc,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_180_010
UnknownChar377,"Oh, I've been hearing that the barrier blastia's been acting up lately ... ",Rita,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_180_021
UnknownChar378,E-explode? Did you hear that?!,Rita,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_180_030
UnknownChar379,"Everybody, get out of here! Hurry!",Rita,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_180_030
UnknownChar380, ... Commandant?!,Rita,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_180_030
UnknownChar381,"Hmm? Well, well, if it ain't little Karol!",Karol,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_190_020
UnknownChar382,"What the hell are you thinking, coming back here?",Karol,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_190_020
UnknownChar383,"Yeah, I don't see Nan. She already ditch you? Ah hah hah hah!",Karol,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_190_020
UnknownChar384,So are you the latest guild to take him in? You could do a lot better than that loser!,Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_190_020
UnknownChar385,"All this kid can brag about is the number of guilds he's joined! Oh, right, that's a bad thing.",Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_190_020
UnknownChar386,Wh-what did you say?!,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_190_020
UnknownChar387,Shut up!,Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_190_020
UnknownChar388,"Yeah, you just keep talking ... ",Rita,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_190_020
UnknownChar389,Damn it ... They're back again ... ,Rita,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_190_020
UnknownChar390,Come on!,Rita,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_190_020
UnknownChar391,Aah ... !,Rita,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_190_030
UnknownChar392,Th-thank you so much.,Yuri,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_190_030
UnknownChar393,"Come on ya filthy maggots, I'll take the lot of ya! Come see how it feels ta get beat down by an old man!",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_190_030
UnknownChar394,It's the Don! The Don's here!,Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_190_030
UnknownChar395,Let's kick this monster scum outta here! Defend the city!,Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_190_030
UnknownChar396,Nobody messes with the Clouds of Dawn!,Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_190_030
UnknownChar397,We won't let you fix the barrier!,Estelle,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_190_040
UnknownChar398,Hmm? Who are you all?,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_190_050
UnknownChar399,I haven't seen you around here recently. What guild do you belong to?,Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_190_050
UnknownChar400," ... Unfortunately, the Don has left town in pursuit of the monsters.",Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_190_050
UnknownChar401,"Yes, he plans on taking out the monster nests in one fell swoop.",Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_190_050
UnknownChar402,No worries.,Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_190_050
UnknownChar403,Where are you taking me?,Karol,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_195_025
UnknownChar404,Ohh ... you can use healing artes ... Thank you ... ,Don Whitehorse,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_195_040
UnknownChar405,"Don, sorry to interrupt.",Don Whitehorse,Don Whitehorse,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_195_040
UnknownChar406,Out of the way! The Don is passing through!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_200_050
UnknownChar407,Now shut up for a while!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar408,"Please, I've got to get out of here!",Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar409,"It's always somethin' with you, isn't it old man?",Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar410,Yah!,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar411,That's enough.,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar412,Damn it ... ,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar413,"Well, after all, you did help Ba'ul back there.",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar414,"Yes, my friend.",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar415, ... ,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar416,I'm afraid it's not as impressive as you might think.,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar417,I'm destroying them because I want to.,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar418,"Yes, but I didn't finish the job.",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar419, ... There wouldn't be any fun in destroying something like that.,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar420,Hmm ... It's true I wasn't able to finish off the blastia on the roof.,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar421,So what do we do?,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar422,"Well, if you think it might work, what's the harm in trying it out?",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar423,"I always say, “Those who can, should.”",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar424,I'll just follow your lead.,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar425, ... Ah!,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar426,Ugh!,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar427,Pipe down!,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar428,You cut it out!,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar429,I said that's enough!,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar430,I've had it up to here with you!,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar431,"So I'm gonna have ta teach ya a lesson, huh?",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar432,Oof!,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_030
UnknownChar433,"Ta-dah, you're free.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_040
UnknownChar434,I think I still owe you one more.,Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_040
UnknownChar435,"There, that makes us even.",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_040
UnknownChar436,Judith.,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_210_040
UnknownChar437,Aah ... !,Ragou,Ragou,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_220_060
UnknownChar438,"Princess, we should be going.",Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_230_010
UnknownChar439,"Princess, you should know ... ",Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_230_010
UnknownChar440, ... You see ... ,Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_230_010
UnknownChar441,Lord Ragou has not been seen since last night.,Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_230_010
UnknownChar442,We do not yet know the details. His whereabouts are being investigated as we speak.,Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_230_010
UnknownChar443,Your Highness ... ,Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_230_010
UnknownChar444,The insipid poison of this world must be purged.,Yuri,Alexei,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_230_040
UnknownChar445,I haven't seen my buddy for a while.,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_060
UnknownChar446,"The work here is tough, and we're slaving away from dusk 'til dawn. I wonder if he up and ran off ... ",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_060
UnknownChar447,We came to this land looking for a new way of life.,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_060
UnknownChar448,"And once this city is completed, they say we'll get ranks, as well as monetary compensation for our trouble!",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_060
UnknownChar449,"If you loiter around town causing problems, I'll have you arrested and taken into custody!",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_060
UnknownChar450,This city is brimming with hope! Every day it grows more and more!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_060
UnknownChar451,"Sorry, no can do, buddy. The laborers camp ahead is too dangerous.",Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_070
UnknownChar452,Attract any ... Are you gonna wear it?,Judith,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_080_E
UnknownChar453,How about this?,Judith,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_080_E
UnknownChar454,Mmm ... Let's see ... ,Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_080_E
UnknownChar455,"If you brought me a soft tail, basilisk scale and a small bird feather, I could make you something nice.",Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_080_E
UnknownChar456,You should be able to get all of the items from monsters on the outskirts of the city.,Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_080_E
UnknownChar457,Fascinating ... ? Are you out for a date? How about this?,Judith,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_080_J
UnknownChar458,"Hmm ... well, how about this one?",Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_080_J
UnknownChar459,"All right, then what about this!",Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_080_J
UnknownChar460,What exactly are you looking for?,Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_080_J
UnknownChar461,N-no way! I have nothing like that.,Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_080_J
UnknownChar462,Let's see ... ,Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_080_J
UnknownChar463,"If you brought me a soft tail, basilisk scale and small bird feather, I could make you something very special.",Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_080_J
UnknownChar464,You should be able to get all of the items from monsters on the outskirts of the city.,Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_080_J
UnknownChar465,Extremely cute? Like something for a date?,Judith,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_080_K
UnknownChar466,"Let's see ... Ummm ... you're a boy, am I right?",Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_080_K
UnknownChar467,"Ah, well ... Wait, why are you getting mad at me?",Karol,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_080_K
UnknownChar468,"Anyway, I don't carry any clothing for young girls.",Karol,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_080_K
UnknownChar469,"Ah, hold on ... ",Karol,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_080_K
UnknownChar470,"If you brought me a soft tail, basilisk scale and a small bird feather, I could make you something nice.",Karol,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_080_K
UnknownChar471,You should be able to get all of the items from monsters on the outskirts of the city.,Karol,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_080_K
UnknownChar472,"Oh ho, you've brought the items.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_090_E
UnknownChar473,Wait here while I make you something nice!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_090_E
UnknownChar474,"Oh ho, you've brought the items.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_090_J
UnknownChar475,Wait here while I make you something nice!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_090_J
UnknownChar476,"Oh ho, you've brought the items.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_240_090_K
