name,gender,offer,accept,refuse
C0B10Y06#_qgiver_,male,They tell me that you quite loyal to the temple. I need you perform a vital task for us. %god has become angry with us. You need not concern yourself with why. Our only hope is to hold a rite of atonement. We need _ingredient_ for the ceremony. My sources tell me that some can be found in ___dungeon_. Will you bring it to us?,The ceremony must be held within =traveltime_ days. The temple will reward you with _gold_ gold for this. Only untainted _ingredient_ will do. %god's blessing is upon you so that you will know it when you find it.,"Your loyalty to the temple is not what I thought it was, %pcn."
C0B10Y07#_qgiver_,male,"Blessings upon you, %pcn. __qgiver_ needs you to run an errand for us. This _religitem_ needs to be delivered to ___priest_ within =traveltime_ days. You will receive a temple fee of _gold_ gold pieces. Can you do it for us?","Here is the _religitem_. Take it to _priest_ of __priest_ in ___priest_. Oh, I almost forgot to mention that a rival temple may send out thugs to stop you.",Sigh. I shall have to find some other temple servant to perform this task.
C0B10Y15#_questgiver_,male,"%pct, __questgiver_ needs you for a dangerous mission to retrieve one of the lost _item_s of %god. You will have to defy the power of =lich_, its creator who then betrayed the temple and sank into evil. He is now a lich, and still guards the _item_. Are you willing?","I admire your courage, but tremble to think of the danger you are about to face. =lich_ guards his _item_ of %god in ___mondung_. Remember, there is no need to slay the lich, just retrieve the _item_ and return it to __questgiver_ here. If we have no word from you in =qtime_ days, we will chant the Song of the Departed for you. %god's blessings upon you, %pcn.",I understand. A lich is a fearsome opponent for one of your youth and inexperience. Perhaps as you mature you will take up this again. %god go with you.
C0B20Y08#_qgiver_,male,They tell me that you quite loyal to the temple. I need you perform a vital task for us. %god has become angry with us. You need not concern yourself with why. Our only hope is to hold a rite of atonement. We need _ingredient_ for the ceremony. My sources tell me that some can be found in ___dungeon_. Will you bring it to us?,The ceremony must be held within =traveltime_ days. The temple will reward you with _gold_ gold for this. Only untainted _ingredient_ will do. %god's blessing is upon you so that you will know it when you find it.,"Your loyalty to the temple is not what I thought it was, %pcn."
C0B3XY09#_qgiver_,male,"%pcn, my name is _qgiver_. %god has prophesied a great evil growing in the heart of a nearby dungeon. We need you to go destroy this thing. Will you do it?",There is no time to waste. Travel to the ___dungeon_. There you will find the _evilfocus_. Destroy it within =traveltime_ days and all will be well again. A sign will appear in the temple when this is done. Return to me and I will pay you well.,I have no time to spare. I must find someone to take up this quest.
C0C00Y10#_giver_,male,"The best way to get in good with the temple is to heal someone. I know of a case that might do the trick for you, %pcn. Are you willing? // I am _giver_. You aren't high in the hierarchy of __giver_. I might be able to speak favorably of you if you were to find a way to cure someone I know.",_cousin_ in ___cousin_ suffering from an unusual disease. I was about to dispatch a cleric to treat %g2. I will delay them a day or so. If you can find a cure it would increase your favor with __giver_. I can only give you =questtime_ days.,"If you aren't even willing or able to do a simple healing, I surely can't recommend you to temple leaders."
C0C00Y11#_qgiver_,male,"You are not a member of __qgiver_, %pcn. However, you seem honest enough. I'll tell you what. A house over in __house_ is being haunted by some sort of undead. We need someone to exorcise the spirit. Do this and it may change how we feel about you.","If the haunt is too tough for you to handle yourself, don't do anything stupid. Go to _house_ in __house_. You have =traveltime_ days or we send someone else out to do the job.",This isn't going to look good to __qgiver_.
C0C00Y12#_qgiver_,male,"Normally I would not give work to someone not a member of __qgiver_. However, we are short handed right now. A brazen thief stole a _religitem_ from the temple. A priest got a good look at the criminal. It was a common street thief, a =thief_ named _thief_ who was in the temple on that day, pretending to worship. Track down this thief and return our stolen _religitem_, and I will speak well of you in the future.",You need to get it back within =traveltime_ days. By then our knightly order will be able to dispatch a search party and you will have lost your chance.,I give you a chance and you spit in my face. Don't come looking to me for favors.
C0C00Y13#_qgiver_,male,"Blessings upon you, %pcn, even though you are a heathen and do not patronize our temple. I am _qgiver_. So you are looking to curry favor with __qgiver_. Deliver this _religitem_ to ___priest_ within =traveltime_ days and I can speak well of you.","Here is the _religitem_. Take it to _priest_ of __priest_ in ___priest_. Oh, I almost forgot to mention that a rival temple may send out thugs to stop you.","It is your loss. Ask not for the favor of this temple any time soon, %pcn."
CUSTOM01#_questgiver_,male,"I hope you're not afraid of the dark, %pcn... Some necromancer is raising hordes of zombies and skeletons at ___graveyard_. We have a contract to end this villian's life and put a stop to their evil deeds. There's _reward_ gold in it for you.",Great. Go to ___graveyard_ after dark and slay zombies and skeletons in the graveyard outside until the necromancer is enraged enough to come out of hiding and face you. You'll have =timeLimit_ days to get back to me when done. I'll have your _reward_ gold waiting for you.,"Necromancers are tricky business, %pcn. I don't blame you for passing on this one."
D0B00Y00#_questgiver_,male,"If you are, by chance, looking for work, an easy _reward_ gold pieces, I just might have a job for you. It'll involve some combat, but you look like you wouldn't mind that. Does it sound like a possibility?","Very good. You know that Akatosh is the God of Time, but He is also a Dragon God, and we hold dragons as our holy symbol. One of the members of our fighting order, the Order of the Hour, has apparently gone berserk and taken to attacking our dragons right in our sacred grove. Of course, the murderer must be stopped. You will find the dragonslayer in a place called ___mondung_. If you are not successful within =1stparton_ days, we will send the Order of the Hour in and your reward will be forfeited. May Akatosh bless you in your quest.","I see. Well, that is disappointing."
E0B00Y00#_questgiver_,male,"As a matter of fact, we could doubtlessly use someone like you. There's a desecrated temple nearby called ___mondung_. You may have heard of it. For some time, it has been a home to evil, but we have ignored its influence. It is a counterbalance to other forces, after all. Now the balance has been upset. I need someone to right it. Sound like something you could help with? // The Balance in ___mondung_ has been unbound by a new intrusion that threatens our efforts at bringing harmony to %reg. We need a champion, someone like you, to set ___mondung_ to right. Will you do it?","Excellent, %pcf. What we need is to have a certain powerful lycanthrope who has established its lair in that unholy ___mondung_ slain. It is threatening the expansion of our order in that area. If you are not back here after =1stparton_ days have passed, we will move against it ourselves, and your reward will be forfeit. Obviously, you had best be on your way. Fare thee well and best of luck. // %oth, that's good, %pcf. Now, there are but =1stparton_ days we can give you to restore equilibrium in ___mondung_, and the fastest, most appropriate way we know of is for you to slay the lycanthrope who has made its foul nest in ___mondung_'s bowels. Pray hurry, %pcf. If you are not here when =1stparton_ suns have set, your reward with be forfeit.","Disappointing. Well, we'll find someone else doubtlessly."
F0B00Y00#_questgiver_,random,"One of the more important functions of the House of Dibella is the preservation of great works of art. We have scouts all over Tamriel who look for rare and beautiful pieces. Are you available to retrieve one such masterpiece? It is not far from here, and we will gladly pay you _reward_ gold pieces for it. // In over four thousand years of high civilization in Tamriel, the House of Dibella has worked tirelessly to save and preserve objects of antiquity and artistry from ruin at the avaricious and uncouth hands of time. We have developed a sophisticated network of archaeologists, dealers, and couriers who are goodly paid to procure art for the house. Would you assist in one such enterprise, %pcf?","Oh marvelous. Now, the procurer of this particular work is a rather funny little =contact_ named _contact_. What %g has found is apparently so rare and wondrous, %g fears bandits will rob %g2 before %g gets to our House. I do not know how dangerous it is, but if you would go to __contact_ in ___contact_ and get the artifact from %g2, I would be most appreciative. Time is of the essence, for %g says that %g will abandon the artifact if someone is not there to take it in =1stparton_ days. Meanwhilst, I will expect you back here in =1stparton_ days. Fare thee well and may Dibella lighten thy load.","Alas, it saddens me that time is considered too precious to spend on that most rare of all pleasures, true beauty."
G0B00Y00#_qgiver_,male,"Our order demands retribution on a former member who has turned traitor. Will you be the strong arm of our fury, %pcf? // The Goddess has spoken to us in our auguries, and she demands the blood of the foul villain who has profaned her name. Help us to appease our angered mistress Kynareth.","Very good. The traitor is a killer who has taken refuge in ___mondun_ to the %di. If you have not returned in =queston_ days, your honor will be forfeit and another will take your place. Do not fail us in this, %pcf.",An ignoble reply. I expected better.
H0B00Y00#_questgiver_,male,"The whole philosophy of the Benevolence of Mara forbids us to harm another living creature willingly. We do, however, have a situation that unfortunately calls for direct and fatal action. If we agreed to pay you _reward_ gold, would you be prepared to destroy an unclean spirit that is haunting one of our sacred shrines?","There is an abandoned temple, not too far from here called ___mondung_. It has been sacred to our Benevolence for centuries. We do not worship there, but we attempt to keep it free of evil influence. Unfortunately, the spirit that haunts it is too powerful for us to repel. If you are not back in =1stparton_ days, we will assume that you have failed and send the Maran Knights instead. Obviously, your reward will then be forfeit. Go with the blessing of the Goddess.","It is an assignment of considerable danger, but I'm disappointed that you will not even consider it."
I0B00Y00#_questgiver_,random,"Our healer needs some sort of a special plant, called _item_, for his healing potions. I cannot offer you much, but I can give you the holy symbol of the Temple of Stendarr if you'd bring us some _item_ for our sacred duty.","You have a kind heart indeed, %pcf. The _item_ we need is at a place in ___chemist_ called __chemist_. A =chemist_ named _chemist_ will give it to us for free if you are there in =1stparton_ days or less. Please do hurry, %pcf. We have a great many injured innocents to heal.","Unfortunately, such is a common response. We cannot offer great piles of gold and jewelry to entice questers. Nevertheless, I am particularly disappointed in you, %pcf. I expected a nobler response."
J0B00Y00#_questgiver_,male,"If you are available for employment, I may a job for you. It's a messy little affair, involving punishing a thief. It will mean a _reward_ gold piece reward. Sounds like something you'd be at all interested in?","We seldom take a vigilante stand in our affairs, but in this case, we feel justified. This thief, you see, stole directly from one of our caravans and is ransoming us for use of the highway. Such nerve. You will find the little thug in a hideout called ___mondung_. Be back in =1stparton_ days.","Disappointing. Well, we'll find someone else doubtlessly."
K0C00Y00#_qgiver_,male,"Perhaps you would be the right choice for a little employment I have in mind. A competitor of mine has usurped a contract of mine and has entered into an illegal, or at least immoral trading relationship. I want to correct this situation and send a message to discourage _competitor_'s further encroachments. This may mean that someone will have to crush a few skulls. Would _reward_ gold pieces entice you into this employment?","Great. _competitor_ has a store in __storehouse_ called _storehouse_ and in it is a _mitem_ that I want you liberate. And, on your way out, please drop this note off anywhere in the store. I can't resist. _competitor_ is going to pass that _mitem_ to a more secure location in =2storehouse_ days, so you'll need to move swiftly. If you're not back in that time, your gold will be forfeit. And do I even need to add that _storehouse_ will be guarded? Probably not. Good luck.","%oth, scruples make me rash."
K0C00Y02#_qgiver_,random,"%pcf, I may be in very great trouble indeed. It would appear that one of my former associates, in an effort to make my life more hellish, has passed some counterfeit gold bricks to me. Innocently I passed them on to four of my most valued allies in return for services rendered. I obviously must retrieve those bricks before they discover that the gold is foscarium, which may be in =2mondung_ days or less. I am paying about _reward1_ gold pieces for each bar of false gold that you can retrieve. Sound agreeable?","%oth, that's good. Now, one of the bars is in a bank called _depository_ in __depository_; one is in a stronghold called ___mondung_; one is in __palace_ at the palace there; the last is in _mansion_ in __mansion_. Now, recall that you only have =2mondung_ days for this, and I'd rather have one in that time than all four. Good luck, %pcf. %god bless your journey.","No? Really? Very well. Someone else will be more agreeable, I'm certain of that."
K0C00Y03#_qgiver_,male,"You wouldn't have any problem doing a bit of smuggling for me, would you, %pcf? There's a possibility of risk, but a certainty of profit for both of us. Your share would be _gold_ gold pieces. What do you say? // Smuggling is a nasty word, isn't it? I prefer to say I need some legally ambiguous stuff brought to a place where some elements will welcome it, and others, the law specifically, will not. Interested?","Grand. Here's the scheme, %pcf. I have a little side business exporting _item_ to __conhouse_, but my regular agents are being watched by the %t's guard. If you can get the _item_ into __conhouse_ to a place called _conhouse_, my client _contact_ will give you the _gold_ gold pieces I mentioned. Don't talk to any lawmen while you have the _item_ and don't fail to get to _conhouse_ in =queston_ days, or I'll make it my life business to destroy your reputation with the government, the underworld, and anyone else I can think of. But I'm sure you won't fail me. Good luck, my child. Make _qgiver_ proud.","We never met then. Remember that, %pcf. // In that case, I will deny ever meeting you."
K0C00Y04#_qgiver_,random,"I'm in an embarrassing predicament, I fear. _lover_ and I have had ... an understanding, but %g3 lover is being distressingly old-fashioned about it. I have been challenged to a duel. Luckily, _competitor_, that's my rival's name, doesn't know what I look like. You could stand in for me. For _gold_ gold pieces, would you? I'd be very grateful. // This =competitor_ here in %cn has sent me a challenge. I guess the word has gone around that I have ruined the honor of %g3 lover, _lover_. Not that most of %reg hasn't been with old _lover_ first. Basically, I need someone like you to impersonate me in the duel. Would _gold_ gold pieces interest you in this?","Good show, %pcf. Bring this reply to _competitor_. You'll find %g2 over in __competitor_. I'll expect you back in =queston_ days, victorious, for your just reward. Good luck, my friend.","No? That is too bad. Well, I probably should get someone who looks more like me anyhow."
K0C00Y05#_qgiver_,male,"I've appealed to The Fighters Guild, but they apparently have their hands too full rescuing high-born damsels and lads in distress to bother themselves with a low-born child's disappearance. But my _child_ is all I have. Please, you'll find %g2 for me, won't you, my friend? // Those infernal orcs have stolen my little cousin and our so-called protectors, The Fighters Guild, refuse to take me seriously. _child_ is just a =child_, not worthy of their attention, but %g's all I have. Please, good %ra, will you help me?","Thank you, thank you. I can give you _gold_ gold pieces if you find _child_ -- that's all I have. Now, these orcs that took %g2 are the ones camped out in stinking ___mondung_. I need to know whether _child_ is all right in =queston_ days or I'll send someone else. Please don't reduce me to that. %god go with you, good %pcn.","A heart of stone, just like The Fighters Guild. What is an innocent child's life worth anyhow?"
K0C00Y06#_qgiver_,male,"%oth, you look like that %ra, %pcn. Is that you, %pcf? // You're not by any chance %pcn, are you? // Wait a minute. You're not %pcn, are you?","""Thief! You're the one who stole my _gem_! _guard_! Kill!"" As you hear the accusation, you know it to be false. Mayhap you have filched a gem from time to time, but there is no way this one should be pinned on you. // ""You've got a lot of nerve coming back here after taking my _gem_! My associate =guard_ will take care of your business now."" Something is clearly wrong. This person has no reason to be upset with you.",All right then. Just curious. // Good. No offense.
K0C00Y07#_qgiver_,male,"My poor darling _victim_ has been kidnapped by the Thieves Guild. Could you help me? // The Thieves Guild has taken my dearest _victim_ away from me and now they're demanding a ransom. I need someone to bring my lover back to me, any way they can. Please, will you help me?","I can't pay you very much, %pcf. I used most of my gold to buy this gem for the ransom, but you can have the remainder of my savings, _gold_ gold pieces, when my dearest _victim_ is back with me. The kidnappers want the _gem_ to be delivered to __kidnapper_ in ___kidnapper_ and I am to take no longer than =2ransom_ days. At __kidnapper_, I am to look for a =kidnapper_, whose name's _kidnapper_. Nothing matters but _victim_'s safety, but if you ensure that without paying the ransom, I'll be very grateful. Like I said, it's all I have. Good luck and may %god Bless You. // Thank %god. Here's the _gem_ the kidnappers want for ransom. If you can find a way to rescue _victim_ without paying the ransom, I would be very grateful. After buying that gem, my savings is almost entirely gone. You can, of course, have _gold_ gold, once _victim_ has returned -- that will make my life savings gone entirely, but it'll be worth it. If the ransom must be paid, be sure to take no more than =2ransom_ days to do it. The kidnappers have an agent in __kidnapper_ over in ___kidnapper_, a =kidnapper_ named _kidnapper_. Once =2ransom_ days have passed, %g will send word to %g3 friends whereever they're keeping _victim_ and they'll kill %g2. Please don't let that happen. Good luck, friend.","You have a cold heart, %pcf. I guess I will have to face these kidnappers on my own. // Then I'll find someone else, %pcn."
K0C00Y08#_qgiver_,male,"You've heard of _book_? It is a very rare tome, almost never seen, but I have located a copy buried away in a dungeon here in %reg. I will give you _upfront_ gold pieces now and _gold_ gold once the book is in my hands. Agreed? // I am looking for a very special book, one that is not available in any store, at least not for any price less than astronomical. Recently, I have heard that a copy of it has surfaced not too far from here, in a dungeon. If you will accept this quest to find this tome, I will give you _upfront_ gold pieces now and another _gold_ gold pieces when you return. Do we have a deal then, %pcf?","Good. I'll give you =queston_ days to get the book out of ___mondung_ and return. After that time, the _gold_ gold pieces will be forfeit. The name of the book is _book_. Good luck, %pcf.",Very well. I'll look for a different mercenary then.
K0C00Y09#_qgiver_,male,"My former partner here at __qgiver_, a _enemy_, has taken more than %g3 fair share of our profits and run away from ___qgiver_. Now, I'm not the vengeful sort, but I would appreciate it if you would bring the _enemy_ back to me, so I can get some explanation for this remarkable behavior. I'll pay you _gold_ gold pieces for %g2 alive, and _lessgold_ gold if you accidentally kill %g2. // That damnable _enemy_ let me trust %g2, led me merrily along, and then left without a word but with a sizeable portion of my savings. Now the money does bother me, but not as much as the betrayal. I want you to track %g2 down, and bring %g2 to me, and I'm willing to pay _gold_ gold pieces for it. Are you willing and able? // I am looking for a manhunter, or, more specifically, a _enemy_ hunter. You see, %g left town without paying the gold %g owes me. It's the principle of the thing. I don't mind paying you _gold_ gold pieces for %g3 capture, but my reputation would be ruined if I let my debtors just leave ___qgiver_, owing me gold. Will you get this deadbeat for me?","Good. The _enemy_'s name is =enemy_, and rumor has it that %g is holed up in ___mondung_ for =queston_ days at most. That will be the deadline by which I expect to hear from you. Remember -- =enemy_ is a tough _enemy_, so expect a fight, but try not to kill %g2. I want %g2 alive, not dead. Good luck, %pcf. // That's fine then. My sources tell me that the _enemy_ has taken refuge in ___mondung_ and will probably be there for =queston_ days or so. I fully expect =enemy_, that's the _enemy_'s name, to put up a fight, but try not to kill %g2. I will expect you back in =queston_ days. Good luck. // Frightfully good of you, %pcf. I've made some inquiries and it seems that our _enemy_ friend is lurking about the vicinity of ___mondung_, unguarded and alone except for the usual brutes in residence. =enemy_ is %g3 name and I will expect %g2 before me in =queston_ days, preferably alive. Don't disappoint me.","No? Well, I'll just go down to the Fighters Guild and hire someone else. // That's too bad. Let me know if you change your mind."
K0C01Y00#_qgiver_,random,"Imagine the purity of my delight when my sniveling, cheating lover of the past two years was abducted and presumably killed. Then imagine my despair when I discovered that the =victim_ was still among the living. Next, imagine my amusement when %g3 kidnappers demanded a ransom. Finally, please imagine my annoyance when %g3 cousin actually agreed to pay the ransom. This cannot be. I need someone to make certain that the ransoming fails. Will you help me?","%oth, %oth, and %oth. The way I see it, there are three ways to stop this ransoming. One is to make sure that dear _victim_ accidentally dies before the ransom date in =queston1_ days. Of course, I don't know where %g is, so that's a difficult one. The next option is to see to %g3 cousin's accidental death within the same time frame. Now, =cousin_, that's the cousin, lives in ___mondung2_, which is a well-fended fortress. So there's a difficulty there. Finally, you could remove the _gem_ from ___mondung2_ that =cousin_ plans to use for the ransom. Whatever way you do it, be back here with the news in =queston1_ days or sooner, and you'll be _gold_ gold richer. Good luck, old %ra.","%oth, what an attitude. Your selfish morality will get you in trouble some day."
K0C01Y10#_qgiver_,male,"You're %pcn, yes? The one who was shipwrecked?","I thought so. That storm that destroyed your boat was no natural winter squall, but I guess you suspected as much. I will gladly tell you what I know about it, if you will find a particular rare scroll for me. This is not the type of job I could give to the Fighters Guild, for the scroll is protected by some powerful daedra spirits and has the power to summon creatures from the plane of Oblivion. Go to ___mondung_, find the scroll, and bring it back to me before =queston_ days have passed and I will tell you what I know about the tempest that nearly destroyed you.","That's funny. You look just like %pcn. Oh, well."
K0C0XY01#_qgiver_,male,"I have a not uncommon situation on my hands. A nest of harpies has moved into an old property of mine, and while I personally couldn't care less, our wise and benevolent %rt has decreed that the owner of any structure infested by harpies is responsible for extermination. There is apparently a fine involved for noncompliance. Frankly, I don't have the time for this; but if you wouldn't mind bloodying your sword a bit, I could use your help. The last mercenary I hired didn't make it, so I would understand if you're hesitant. I'd be happy to pay you, say, _reward_ gold pieces for your trouble.","Would you? Marvelous. Now, the catch is that I must have proof that a serious effort has been made to clear out ___mondung_ in =2mondung_ days. Obviously that does not leave a lot of time. I had hoped that _contact_, the mercenary I had hired earlier from the Fighters Guild would have been more capable. And, listen, %pcf, you don't have to clear out all ___mondung_. Just kill four or five of the critters and get back here. I know! The clan leaders wear specially dyed gryphon's feathers. Bring back one of those and I'll have the proof I need. Just make certain you don't fail to return in =2mondung_ days, %pcf.","%oth. Well, I can't blame you. Never could abide the stench of harpies myself."
K0C30Y03#_qgiver_,male,"Ah, my friend. I regret to admit that I made a poor business decision, but facts are facts. I loaned a certain sum of money to a noble by the name of _patsy_, who you may or may not have heard of. The security on the loan was the deed to a valuable piece of property. Now _patsy_ and the deed have both vanished. Rumor has it that %g fell on some hard time financially, but the sum I loaned is not easily swallowed by my enterprises. Tangling with the likes of _patsy_ will likely be dangerous, but I need a champion. Will you help me, my friend, in exchange for a large uncut diamond?","That's good to hear. Now then, I have thirty days before I will be forced to dip into my capital. The deed was stolen out of a local establishment called _bank_ in __bank_ together with some other valuables, but the coincidence between _patsy_'s disappearance at the same time the deed did merits investigation. _patsy_'s old residence was _house2_ in __house2_, which I understand is now empty. Other than that, I have no leads. I either need the gold _patsy_ borrowed, the deed to the house, or that aristocrat's head on a stick in thirty days. Don't let me down, %pcf.","I am sorry to hear that. I understand, of course, but it is disappointing."
L0B00Y00#_qgiver_,male,"There is a traitor in the Brotherhood. You will perform the necessary accounting on this liability, will you not? // From time to time, the Brotherhood is forced to do an accounting in our own books. A traitor has been found within our order who must be settled. You have been selected to do the honors.","Very good. The traitor has taken refuge in ___mondun_ to the %di. If you have not returned in =queston_ days, your honor will be forfeit and another will take your place. Do not fail us in this, %pcf.",An ignoble reply. I expected better.
L0B00Y01#_qgiver_,male,"As you know, %pct, there is no room for failure in the Dark Brotherhood. Brothers who fail us are targeted for an accounting. You will find and correct one such errant former member. // It is a solemn duty, and not an entirely disagreeable one, to account agents of the Brotherhood who have failed us in an assignment. You are, I trust, free to take on such an assignment?","Very good, %pct. =target_, having learned something during %g3 tenure in the Brotherhood, has wisely hidden %g2-self, but we have a contact in __snitch_ of ___snitch_, a miserable =snitch_, a snitch named _snitch_. Talk to %g2 and get =target_'s location. I will expect the accounting to be accomplished, and you to be back here in =queston_ days.","Did I hear you correctly? %pct, I am grieved by your lack of cooperation with your brothers."
L0B00Y02#_qgiver_,random,"There is another assassination group budding in %reg, which must be crushed before it can bloom. I want you to move in, account the assassin, and then the man or woman who ordered the assassination. You do have time for this endeavor, yes? // The Dark Brotherhood has been the sole assassin's guild in Tamriel since the Second Era. We intend to keep that monopoly. There is a freelance assassin who has been flaunting us for some time, but =assassin_'s luck has ended. I want you to teach %g2 a permanent lesson, and then repeat the lesson for %g3 foolish employer.","Good. Now then, we know that the assassin, =assassin_, has pursued %g3 quarry to a dungeon called ___mondung_. If you have not found any clues to the employer's whereabouts, return here. I would, of course, prefer for you to account =assassin_ and %g3 employer both, but I'd be reasonably satisfied with merely the freelancer's death. Take no longer than =queston_ days for both accountings.",No? How strange and troubling.
L0B00Y03#_qgiver_,male,"The Mages Guild has come to us for a bit of messy business that's too gross and nasty for them to deal with. A renegade mage needs an accounting fast. Interested? // We have the Mages Guild for a client again. Seems that one of their boys has been sniffing too much bat gut, and has gone off on a rampage. Sound interesting, %pct?","Good. Now, this mage -- the name is =mage_ -- has absconded with a number of magic thingies but the Mages Guild doesn't mind if you take whatever %g has stolen. They just want %g2 dead. And you've only got =queston_ days to bring in the accounting. You'll find %g2 cowering down in a nasty place called ___mondung_. Get back here with the world minus one rogue mage in =queston_ days. Mephala steady your arm, %pct.",That's disappointing.
L0B10Y01#_questgiver_,random,"Here's a rather amusing accounting that may appeal to your morbid sense of humor. Seems there's this untalented bard with a penchant for rude limericks about former patrons. As it turns out, %g3 knowledge of genealogy was lacking, and %g sang a song about an incestuous duke to %g3 new patroness, the duke's daughter. Interested in accounting this uncouth artiste for _reward_ gold pieces?","I thought it would appeal. Apparently, the bard is aware of our contract and is hiding in a dismal hole called ___mondung_. Shouldn't be more than a minor scuffle, but do not let down your guard. A desperate songster can be an unpredictable adversary. Be back in =1stparton_ days to collect your accounting fee. Good luck.","Did I misunderstand you, or did you really say no? How do you expect to appreciate the rich tapestry of humanity if you don't have time to butcher a lousy musician?"
L0B10Y03#_qgiver_,male,"The Brotherhood prides itself on always knowing where each Brother is at all times. I could tell you where you were last Tirdas within a foot of dirt. One of our Brothers, however, has disappeared and while on assignment. You will attempt to find =target_, and, unless %g has suitable excuse for %g3 absence, you will account %g2. I trust you have time for this, yes? // As you know, no one ever leaves the Dark Brotherhood. One Brother has disappeared on assignment, and we must know if =target_ is dead or alive. You have been picked for this assignment.",Good. =target_ has a cousin in ___contact_ -- a =contact_ called _contact_ who generally can be found at a place called __contact_. Talk to %g2 -- firmly -- and find where %g3 cousin is. I'll give you =queston_ days to take care of this business and return.,"Truly? Well, I suppose you're entitled to refuse an occasional assignment."
L0B20Y02#_questgiver_,random,"Ah, here's something to appeal to the romantic in you, %pcf: a caddish knight has besmeared the honor of a fair damsel and refuses to fight any who would defend her. The poor girl did the only thing she could do, and now we have some accounting to do. You're interested, I take it?","As I thought. We think the knight does not yet know about the contract, being deeply entrenched in a fortress called ___mondung_. Obviously, this ill-bred warrior doesn't want to make this too easy on us. Well, the contract calls for the accounting to be in =1stparton_ days and for you to report back here within that time. Go to it, %pcf. Defend that poor soiled damsel.","No? I would have thought this would be your good cheer. Well, we have plenty more accounters with a soft spot for corrupted wenches."
L0B30Y03#_questgiver_,random,"I recognize your expression, %pcf. You are growing arrogant, egotistical, and vain. It's wonderful to see. Still, you need to exercise your humility and take on an assignment with dangerous political connotations. We have a contract on a high ranking member of the Mages Guild. Are you up for it?","You don't disappoint me, %pcf. Yes, we have been asked to account this wizard, who by the way is no sparkcaster. To make matters a little more interesting, this mage never leaves the Mages Guild -- so you must run the risk of disturbing several dozen of the best, most destructive spellcasters in the realm. You will find the sorcerer in the Mages Guild in ___mondung_. The contract is valid for =1stparton_ days, and then you must be back and this wizard must be dead. Fair luck to thee and may her infernal highness Mephala guide thy hand and foot.",Then strike that giddy grin from your face until you develop some bravery.
L0B30Y09#_questgiver_,random,"We have an anonymous job for you. It happens every now and then that someone pays us to remove someone, but never reveals why, or may even work though a go between to keep their identity secret. At any rate, the job is yours if you want it.","Go to _mondung_ of ___mondung_. Your target has a scar on the left cheek. That's all we know. Come back in =1stparton_ days to collect your payment. Mephala bless your blade, %pcn.",Can't blame you for not wanting to get mixed up in this one.
L0B40Y04#_questgiver_,random,"This little excursion is not for just anyone, but I feel you'd enjoy the challenge of the experience. We have a client who wants to call accounts on a member of the royal family of ___mondung_. When I heard that, I thought of you. Interested?","I just knew you could not resist this one. Fair warning, your target, _knight_ is no pampered princeling. The client is also one of the royal family, worried that _knight_ is going to worm a way to the throne. And from what I've heard, %g has the power to do just that. Our client wants %g2 extinct in =1stparton_ days. We will give you that time to account and return to make your report. May Mephala walk with you, %pcf.","Oh, well. Probably wise, but it does smack a little of ... dare I say, cowardice?"
L0B50Y11#_questgiver_,random,We have an interesting job available %pcn. A high ranking member of the Thieves Guild. This will be a tough one. Do you want it?,"You are a sharp one. The target's name is _marknpc_, here in ___questgiver_. %g moves around a lot and is usually protected by bodyguards. Be careful. You have seven days. When it is done, return here and I will pay you _gold_ gold. Ask for _questgiver_.",It's not for the faint of heart. // Understood. Come back when you are interested in real work.
L0B60Y10#_questgiver_,random,"This could be a tough one, even for you %pcf. It's one of the best fighters in all of %reg. Are you sure you want this job?","Somehow I thought you might try for this one. It's your funeral. This mark is no arena gladiator. We're talking about a veteran of the Betony war. Killed 9 men, if the stories are right. Go to _mondung_ in ___mondung_. You'll be able to identify the mark easily because of the limp. A spear in the knee during the war caused it. Get back here in =1stparton_ days.",Don't blame you a bit. This could be a bit too dangerous.
M0B00Y00#_questgiver_,male,"We've got a little job you might be interested in. Seems there's a loup -- whatcha call your basic werewolf, wereboar, or some kind 'o werebeasty that's been bothering a lot of farmers in the area, and we need someone to kill it. It'll mean _reward_ gold in your pocket. That sound interesting to you?","Great. You'll find the loup over in ___mondung_. We need the poor brute dead in =1stparton_ days, so you better be on your way, kid.",Fine. Guess someone else'll have to do it.
M0B00Y06#_qgiver_,male,I am _qgiver_. We have a request from a local citizen. It seems a wild animal has gotten into his place. We need someone to go kill the thing. The guild will pay _gold_ gold. Do you want it %pcn?,"""OK, %pcf. Get over to _house_ here in town. Get it done in one day. Nobody wants a animal left roaming around in their place. Come back here when the beast is dead and I'll have your pay waiting for you."" _qgiver_ calls out, ""Hey, what kind of animal is it in _house_?""",I'm sure someone else will be willing to take care of this nuisance bear.
M0B00Y07#_qgiver_,male,"Every once in a while we get an idiot like this client. Some fool left his back door open and a wild animal got in. He seems rather confused as to whether it is a bear or a tiger, but in either case, it wanted to eat him. We need you to go and slay the animal. Your standard fee is _gold_ gold. Want to take it %pcn?",Great. Go over to _house_ in __house_. I'll give you =2dung_ days to kill it and get back to me.,"Gotcha. Let the tiger have him. The guy is a fool for letting it in in the first place, eh?"
