"ID","Name"
"den510ip_treasure_chest","Treasure Pile"
"den510ip_treasure_door","Metal Door"
"den510ip_treasure_pile","Treasure Pile"
"den510ip_treasure_pile_1","Treasure Pile"
"den510ip_treasure_pile_2","Treasure Pile"
"den510ip_vaughans_lockbox","Vaughan's Lockbox"
"den511ar_arl_dungeon","Arl of Denerim's Estate - Dungeon"
"den511cr_crazy_victim","Rexel"
"den511cr_gatekeeper","Howe Guard"
"den511cr_high_guard_1","Guard"
"den511cr_howe","Arl Howe"
"den511cr_howe_guard_bow","Howe Guard"
"den511cr_howe_guard_shield","Howe Guard"
"den511cr_howe_mage_1","Mage"
"den511cr_howe_mage_2","Mage"
"den511cr_irminric","Irminric"
"den511cr_lower_guard_1","Jailor"
"den511cr_oswyn","Oswyn"
"den511cr_soris","Soris"
"den511cr_torturer_1","Torturer"
"den511cr_torturer_2","Torturer"
"den511cr_vaughan","Vaughan"
"den511im_howe_key","Arl Howe's Key"
"den511im_irminric_ring","Irminric's Signet Ring"
"den511im_low_prison_key","Key to Lower Prison"
"den511im_riordan_papers","Grey Warden Documents"
"den511im_vaughan_key","Vaughan's Key"
"den511ip_rack","Torture Rack"
"den511ip_riordan_chest","Chest of Documents"
"den511ip_section_door","Cell Door"
"den511ip_talk_lower_prison","Cell Door"
"den511ip_talk_upper_prison","Cell Door"
"den511ip_to_arl_estate","Main Floor"
"den511ip_to_arl_estate_mid","Main Floor"
"den600ar_landsmeet_chamber","Landsmeet Chamber"
"den600cr_elemena","Grand Cleric Elemena"
"den600cr_gathered_noble_1","Noble"
"den600cr_gathered_noble_10","Noble"
"den600cr_gathered_noble_11","Noble"
"den600cr_gathered_noble_12","Noble"
"den600cr_gathered_noble_2","Noble"
"den600cr_gathered_noble_3","Noble"
"den600cr_gathered_noble_4","Noble"
"den600cr_gathered_noble_5","Noble"
"den600cr_gathered_noble_6","Noble"
"den600cr_gathered_noble_7","Noble"
"den600cr_gathered_noble_8","Noble"
"den600cr_gathered_noble_9","Noble"
"den600cr_loghain_boss","Loghain"
"den600cr_loghain_duel","Loghain"
"den600cr_royal_guard_1","Royal Guard"
"den600ip_balcony_door","Door"
"den600ip_chamber_doors","Metal Doors"
"den600ip_exit","City Map"
"den600ip_throne","Throne"
"den700cr_perpetua","Mother Perpetua"
"den700cr_templarguard1","Templar Guard"
"den700cr_templarguard2","Templar Guard"
"den700cr_theohild","Sister Theohild"
"den900ip_plot_lock_door_lrg","Door"
"den911ar_narrow_1","Back Alley"
"den911cr_soldier_1","Guard"
"den912ar_narrow_2","Back Alley"
"den912cr_soldier_1","Guard"
"den920ar_crows","Back Alley"
"den920cr_crow_bow","Assassin"
"den920cr_crow_bow_f","Assassin"
"den920cr_crow_daggers","Assassin"
"den920cr_crow_daggers_f","Assassin"
"den920cr_taliesen","Taliesen"
"den920ip_to_landsmeet","Landsmeet Chamber"
"den921ar_wide_1","Back Alley"
"den922ar_wide_2","Back Alley"
"den922cr_lt_revenant","Revenant"
"den922im_rev_note","Scrap of Paper"
"den922ip_lever","Lever"
"den922ip_lt_phylactery","Glass Phylactery"
"den950ar_alley_justice_1","Dark Alley"
"den950cr_thug","Thug"
"den950cr_thug_archer","Thug"
"den950cr_thug_leader_1","Gang Leader"
"den950cr_thug_mace","Thug"
"den950cr_thug_minion","Thug Minion"
"den950cr_thug_minion_2","Thug"
"den950ip_door_double_inact","Metal Doors"
"den950ip_door_round_inact","Door"
"den950ip_door_small_inact","Door"
"den950ip_exit","City Map"
"den950ip_gate_blocker","City Map"
"den951ar_alley_justice_2","Dirty Back Alley"
"den951cr_thug_leader_2","Gang Leader"
"den951ip_to_gaz","Quaint Hovel"
"den951ip_to_gaz_talker","Quaint Hovel"
"den952ar_alley_justice_3","Run-Down Back Street"
"den952cr_ser_friden_dead","Ser Friden"
"den952cr_thug_leader_3","Gang Leader"
"den960ar_orphanage","Abandoned Orphanage"
"den960cr_demon","Lesser Shade"
"den960cr_demon_orphanage","Demon"
"den960cr_demon_row_house","Demon"
"den960cr_demon_row_house_2","Demon"
"den960cr_eerie_boy","Boy"
"den960cr_eerie_girl_1","Girl"
"den960cr_eerie_girl_2","Girl"
"den960cr_ghost_child","Elven Boy"
"den960cr_immortal_ghost","Tormented Woman"
"den960cr_nanny","Nanny"
"den960cr_rabid_wardog","Rabid Wardog"
"den960cr_soldier_loot","Corpse"
"den960cr_soldier_spirits","Rioting Spirit"
"den960cr_soldier_spirit_ls","Rioting Spirit"
"den960cr_soldier_spirit_mac","Rampaging Spirit"
"den960cr_whisper_boy","Boy"
"den960cr_whisper_girl","Girl"
"den960ip_beggar_chest","Chest"
"den960ip_creepy_toys","Toy"
"den960ip_door_demon","Metal Door"
"den960ip_ghost_child_door","Door"
"den960ip_locked_door","Door"
"den960ip_locked_door_hard","Metal Door"
"den960ip_locked_door_lrg","Door"
"den960ip_plot_locked_door","Door"
"den960ip_to_alienage","Elven Alienage"
"den960ip_vert_fire_trap","Fire Spout"
"den961ar_blood_mage","Deserted Building"
"den961cr_blood_mage_2","Blood Mage"
"den961cr_blood_mage_generic","Blood Mage"
"den961cr_blood_mage_healer","Blood Mage"
"den961cr_blood_mage_intro","Blood Mage"
"den961cr_blood_mage_last","Blood Mage Leader"
"den961cr_fire_archer","Mercenary Archer"
"den961im_boss_bedroom_key","Bedroom Key"
"den961im_entry_door_key","Entry Door Key"
"den961ip_barricade","Barricade"
"den961ip_boss_bedroom_door","Metal Door"
"den961ip_boss_chest","Chest"
"den961ip_entry_door","Metal Door"
"den961ip_secret_door","Concealed Door"
"den961ip_to_alienage","Elven Alienage"
"den961ip_trap_hallway_door","Metal Door"
"den962ar_falcon_attack","Back Alley"
"den963ar_landry_attack","Side Street"
"den963cr_chase","Captain Chase"
"den963cr_chase_arch","Howe Soldier"
"den963cr_chase_thug2","Howe Soldier"
"den963cr_chase_thug3","Howe Soldier"
"den963cr_chase_thugs","Howe Soldier"
"den963cr_disguised_crow","Disguised Crow"
"den963cr_disguised_crow2","Disguised Crow"
"den963cr_disguised_crow3","Disguised Crow"
"den964ar_end_assassin","Ransom Drop Location"
"den965ar_qunari_assassin","Kadan-Fe Hideout"
"den965cr_padan_fe_merc","Kadan-Fe Mercenary"
"den965ip_bow_chest","Chest"
"den970ar_franderel_estate","South Wing of Bann Franderel's Estate"
"den970cr_fran_archer","House Archer"
"den970cr_fran_captain","Captain of the Guard"
"den970cr_fran_dual","House Soldier"
"den970cr_fran_heavy","House Soldier"
"den970cr_fran_mage","Rogue Mage"
"den970cr_fran_mage_heal","Rogue Mage"
"den970im_fran_captain_key","Captain Key"
"den970im_tears_andraste","Tears of Andraste"
"den970ip_captain_door","Door"
"den970ip_captain_door_2","Metal Door"
"den970ip_drink_table","Drink Table"
"den970ip_exit_trap_door","City Map"
"den970ip_secret_door","Concealed Door"
"den970ip_supply_cabinet","Kitchen Supplies"
"den970ip_tears_chest","Chest"
"den970ip_trap_lever","Lever"
"den970ip_treasure_door","Metal Door"
"den971ar_franderel_estate_2","South Wing of Bann Franderel's Estate"
"den971cr_drink_server","Servant"
"den971cr_fran_captain_key","Mercenary Captain"
"den971cr_gossip_guard_1","House Soldier"
"den971cr_gossip_guard_2","House Soldier"
"den971cr_inner_gossip_1","House Soldier"
"den971cr_inner_gossip_2","House Soldier"
"den971cr_treasure_golem","Golem"
"den971ip_maul_stand","Weapon Rack"
"den971ip_vase_chest","Chest"
"den971tr_golem_trap","Pressure Plate"
"den972ar_gaz_home","Quaint Hovel"
"den972ip_chest","Chest"
"den972ip_to_alley","Dirty Back Alley"
"den973ar_fite_home","Dirty Hovel"
"den973ip_fite_door","Dirty Hovel"
"den973_fite_door2","Rundown Back Street"
"den974ar_rogue_k","K's Hideout"
"den974ip_rogue_unusable","Door"
"den975ar_rogue_d","D's Hideout"
"den976ar_rogue_random_enc","Run-Down Alley"
"dencr_alfstanna_archer_1","Waking Sea Archer"
"dencr_alfstanna_archer_2","Waking Sea Archer"
"dencr_ash_warrior","Ash Warrior"
"dencr_dragon_soldier_1","Dragon's Peak Soldier"
"dencr_gen_soldier_bow","Soldier"
"dencr_gen_soldier_cbow","Soldier"
"dencr_gen_soldier_daggers","Soldier"
"dencr_gen_soldier_shield","Soldier"
"dencr_redcliffe_soldier_1","Redcliffe Soldier"
"dencr_southern_soldier_1","Southern Bannorn Soldier"
"dencr_southreach_soldier_1","South Reach Soldier"
"denip_combat_door","Metal Door"
"denip_combat_door_large","Metal Door"
"denip_combat_door_tevinter","Metal Door"
"denip_prison_door","Cell Door"
"denip_rand_enc_exit_double","City Map"
"denip_rand_enc_exit_single","City Map"
"denip_small_unusable_door","Door"
"denip_talk_door","Metal Door"
"denip_unusable_tev_door","Metal Door"
"denip_unuseable_double_door","Metal Doors"
"denip_unuseable_large_door","Metal Door"
"disciple_alpha_axe_shield","Disciple Alpha"
"disciple_alpha_dual_axes","Disciple Alpha"
"disciple_alpha_greataxe","Disciple Alpha"
"disciple_alpha_greatsword","Disciple Alpha"
"disciple_alpha_maul","Disciple Alpha"
"disciple_axe_shield","Disciple"
"disciple_emissary_bal","Disciple Emissary"
"disciple_emissary_def","Disciple Emissary"
"disciple_emissary_off","Disciple Emissary"
"disciple_epic_dualaxes","Disciple Skirmisher"
"disciple_epic_emis_def","Disciple Battle Mage"
"disciple_epic_emis_off","Disciple High Mage"
"disciple_epic_greatsword","Disciple Veteran"
"disciple_epic_swordshield","Disciple Defender"
"disciple_heretic_emissary_b","Heretic Disciple"
"disciple_heretic_emissary_d","Heretic Disciple"
"disciple_heretic_emissary_o","Heretic Disciple"
"disciple_heretic_greatsword","Heretic Disciple"
"disciple_heretic_sword","Heretic Disciple"
"disciple_heretic_xbow_mace","Heretic Disciple"
"disciple_lbow_axe","Disciple"
"disciple_lsword_shield","Disciple"
"disciple_mace_shield","Disciple"
"dog_ambient","Dog"
"dog_mabari_1","Mabari"
"dog_mabari_10","Mabari"
"dog_mabari_2","Mabari"
"dog_mabari_3","Mabari"
"dog_mabari_4","Mabari"
"dog_mabari_5","Mabari"
"dog_mabari_6","Mabari"
"dog_mabari_7","Mabari"
"dog_mabari_8","Mabari"
"dog_mabari_9","Mabari"
"dragon","Dragon"
"dragonling","Dragonling"
"dragon_b","Dragon"
"drake","Drake"
"drk100ar_gates","Denerim - City Gates"
"drk100cr_hmn_arlguard","Bodyguard"
"drk100cr_mabari","Guard Dog"
"drk100ip_barricade","Barricade"
"drk100ip_crate_medicine","Crate of Medical Supplies"
"drk200ar_market","Denerim - Market District"
"drk200ip_crate_alchemy","Alchemy Supplies"
"drk200ip_crate_flasks","Wooden Crate"
"drk200ip_crate_rocks","Mages' Mineral Collection"
"drk200ip_gates","Gate"
"drk200ip_weaponcache","Weapons Cache"
"drk200ip_weapons","Weapons Cache"
"drk200ip_weapons_a","Weapons Cache"
"drk200_hmn_ballista_a","Ballista Guard"
"drk300ar_alienage","Denerim - Elven Alienage"
"drk300ip_barrel","Oil Barrel"
"drk300ip_crate_elfroot","Wooden Crate"
"drk300ip_crate_firebomb","Wooden Crate"
"drk300ip_gate","Gate"
"drk300ip_tree","Alienage Tree"
"drk400ar_palace","Denerim - Palace District"
"drk400ip_chest_01","Chest"
"drk400ip_chest_02","Chest"
"drk400ip_chest_03","Chest"
"drk400ip_gate","Gate"
"drk400ip_lever","Lever"
"drk400ip_portcullis_nc","Portcullis"
"drk500ar_fort","Fort Drakon - Entrance"
"drk500ip_to_roof","Fort Drakon"
"drk510ar_fort_roof","Fort Drakon - Roof"
"drkcr_elf_valendrian","Valendrian"
"drkip_ballista","Ballista"
"drkip_ballista_big","Ballista"
"drkip_ballista_sml","Ballista"
"drkip_barricade_gore","Barricade"
"drkip_barricade_spikes","Barricade"
"drkip_barricade_tables","Barricade"
"drkip_crate","Wooden Crate"
"drkip_door_sml","Door"
"drkip_gate_lrg","Gate"
"drk_alistair","Alistair"
"drk_archdemon","Archdemon"
"drk_blightwolf","Blight Wolf"
"drk_ceorlic","Bann Ceorlic"
"drk_cullen","Cullen"
"drk_default_player","Hurlock Vanguard"
"drk_dog","Barkspawn"
"drk_dwf_ballista","Dwarven Soldier"
"drk_dwf_civ_wmn_a","Dwarf"
"drk_dwf_gorim","Gorim"
"drk_dwf_legion","Dwarven Legionnaire"
"drk_dwf_solder_a","Dwarven Soldier"
"drk_dwf_solder_b","Dwarven Soldier"
"drk_dwf_soldier_c","Dwarven Crossbowman"
"drk_elf_civ_man_a","Frightened Elf"
"drk_elf_civ_wmn_a","Frightened Elf"
"drk_elf_civ_wmn_b","Frightened Elf"
"drk_elf_civ_wmn_c","Frightened Elf"
"drk_elf_rog_lbow_a","Elven Archer"
"drk_elf_rog_lbow_b","Elven Archer"
"drk_elf_war_dggr_a","Elven Defender"
"drk_elf_war_dual","Elven Defender"
"drk_elf_war_lbow","Elven Elder"
"drk_elf_war_lswo_a","Elven Defender"
"drk_genlock_dual","Genlock"
"drk_genlock_ranged","Genlock Archer"
"drk_genlock_sapper","Genlock Sapper"
"drk_genlock_wpnshld","Genlock"
"drk_golem_steel","Steel Golem"
"drk_greagoir","Knight-Commander Greagoir"
"drk_grunt_knight_a","Knight"
"drk_grunt_soldier_a","Soldier"
"drk_habren","Habren"
"drk_hmn_arl","Arl Howe"
"drk_hmn_cauthrien","Ser Cauthrien"
"drk_hmn_drunk_a","Drunk"
"drk_hmn_drunk_b","Drunk"
"drk_hmn_drunk_c","Drunk"
"drk_hmn_drunk_d","Drunk"
"drk_hmn_goldana","Goldanna"
"drk_hmn_herren","Herren"
"drk_hmn_teagan","Bann Teagan"
"drk_hmn_templar_a","Templar"
"drk_hmn_wade","Master Wade"
"drk_hmn_war_lswo_a","City Guard"
"drk_hmn_war_wpnshld_a","Man-at-Arms"
"drk_hmn_war_xbow_a","Crossbowman"
"drk_hum_civ_cleric_a","Cleric"
"drk_hum_civ_cleric_b","Cleric"
"drk_hum_civ_man_a","Innocent Man"
"drk_hum_civ_man_b","Innocent Merchant"
"drk_hum_civ_man_c","Innocent Man"
"drk_hum_civ_wmn_a","Innocent Woman"
"drk_hum_civ_wmn_b","Innocent Woman"
"drk_hum_mag_a","Circle Mage"
"drk_hurlock_2hwpn","Hurlock"
"drk_hurlock_dual","Hurlock"
"drk_hurlock_emissary","Hurlock Emissary"
"drk_hurlock_ranged","Hurlock Archer"
"drk_hurlock_wpnshld","Hurlock"
"drk_im_acc_amu_war","Warden's Oath"
"drk_im_acc_rng_drk","Spirit Band"
"drk_im_arm_bot_hvy_drk","Darkspawn Plate Boots"
"drk_im_arm_bot_mas_drk","Vanguard Plate Boots"
"drk_im_arm_cht_hvy_drk","Darkspawn Plate Armor"
"drk_im_arm_cht_mas_drk","Vanguard Plate Armor"
"drk_im_arm_glv_lgt_ogre","Studded Leather Gauntlets"
"drk_im_arm_glv_mas_drk","Vanguard Plate Gloves"
"drk_im_arm_glv_med_shriek","Shriek Bracers"
"drk_im_arm_hel_mas_drk","Vanguard Plate Helm"
"drk_im_arm_shd_kit_red","Redcliffe Shield"
"drk_im_qck_grenade_201","Fire Bomb"
"drk_im_qck_health_101","Lesser Health Poultice"
"drk_im_qck_health_201","Health Poultice"
"drk_im_qck_health_301","Greater Health Poultice"
"drk_im_wep_lsw_war","Warden's Longsword"
"drk_im_wep_mag_sta_drk","Darkspawn Staff"
"drk_im_wep_mag_sta_gen","Malign Staff"
"drk_im_wep_mel_axe_drk","Darkspawn Waraxe"
"drk_im_wep_mel_axe_how","Biteback Axe"
"drk_im_wep_mel_bax_drk","Darkspawn Battleaxe"
"drk_im_wep_mel_dag_drk","Darkspawn Dagger"
"drk_im_wep_mel_gsw_drk","Darkspawn Greatsword"
"drk_im_wep_mel_lsw_drk_","Darkspawn Longsword"
"drk_im_wep_mel_lsw_saw","Saw Sword"
"drk_im_wep_mel_mac_drk","Darkspawn Mace"
"drk_im_wep_mel_mal_drk","Darkspawn Maul"
"drk_im_wep_rng_cbw_drk","Darkspawn Crossbow"
"drk_im_wep_rng_lbw_drk","Darkspawn Longbow"
"drk_im_wep_rng_sbw_drk","Darkspawn Shortbow"
"drk_kardol","Kardol"
"drk_kylon","Sergeant Kylon"
"drk_leliana","Leliana"
"drk_mabari_a","Mabari War Hound"
"drk_mabari_b","Mabari War Hound"
"drk_mabari_c","Mabari War Hound"
"drk_morrigan","Morrigan"
"drk_mutt","Frightened Dog"
"drk_oghren","Oghren"
"drk_ogre","Ogre"
"drk_perpetua","Mother Perpetua"
"drk_perth","Ser Perth"
"drk_qun_mercenary","Qunari Mercenary"
"drk_riordan","Riordan"
"drk_sanga","Sanga"
"drk_ser_landry","Ser Landry"
"drk_shriek","Shriek"
"drk_sten","Sten"
"drk_theohild","Sister Theohild"
"drk_vaughan","Vaughan"
"drk_werewolf","Werewolf"
"drk_wynne","Wynne"
"drk_zevran","Zevran"
"e3_default_player","Leander"
"e3_default_player2","Caitriona"
"elven_alienage_game_intro","Elven Alienage"
"epi100ar_anora","Anora"
"epi100ar_coronation","Epilogue"
"epi100cr_alistair","Alistair"
"epi100cr_comhumfemale","Human Female"
"epi100cr_comhummale","Human Man"
"epi100cr_duncan","Duncan"
"epi100cr_guard_1","Guard"
"epi200ar_greagoir","Knight-Commander Greagoir"
"epi200ar_players_funeral","Funeral"
"epi200cr_ashalle","Ashalle"
"epi200cr_bryland","Bryland"
"epi200cr_connor","Connor"
"epi200cr_cullen","Cullen"
"epi200cr_cyrion","Cyrion"
"epi200cr_dog","Dog"
"epi200cr_dulin","Dulin"
"epi200cr_eamon","Arl Eamon"
"epi200cr_fergus","Fergus"
"epi200cr_genitivi","Brother Genitivi"
"epi200cr_gorim","Gorim"
"epi200cr_grand_cleric","Revered Mother"
"epi200cr_irving","First Enchanter Irving"
"epi200cr_isolde","Isolde"
"epi200cr_jowan","Jowan"
"epi200cr_kalah","Kalah"
"epi200cr_kardol","Kardol"
"epi200cr_keeper","Keeper Marethari"
"epi200cr_lady_of_forest","Lady of the Forest"
"epi200cr_lanaya","Lanaya"
"epi200cr_leliana","Leliana"
"epi200cr_lily","Lily"
"epi200cr_loghain","Loghain"
"epi200cr_mardy","Noble Hunter"
"epi200cr_oghren","Oghren"
"epi200cr_rica","Rica"
"epi200cr_ser_cauthrien","Ser Cauthrien"
"epi200cr_shale","Shale"
"epi200cr_shianni","Shianni"
"epi200cr_sighard","Sighard"
"epi200cr_soris","Soris"
"epi200cr_sten","Sten"
"epi200cr_teagan","Teagan"
"epi200cr_vartag","Vartag"
"epi200cr_wulff","Arl Wulff"
"epi200cr_wynne","Wynne"
"epi200cr_zathrian","Zathrian"
"epi200cr_zerlinda","Zerlinda"
"epi200cr_zevran","Zevran"
"epi300ar_post_coronation","Post-Coronation"
"epi300cr_dwarf_male_a","Nobleman"
"epi300cr_dwarf_male_b","Nobleman"
"epi300cr_elf_female_b","Human Female"
"epi300cr_elf_male_a","Elf Male"
"epi300cr_elf_male_b","Elf Male"
"epi300cr_guard_0","Guard"
"epi300cr_guard_2","Guard"
"epi300cr_mage_female_a","Mage"
"epi300cr_mage_male_a","Mage"
"epi300cr_nobleman","Nobleman"
"epi300cr_nobleman_b","Nobleman"
"epi300cr_nobleman_c","Nobleman"
"epi300cr_nobleman_d","Nobleman"
"epi300cr_nobleman_e","Nobleman"
"epi300cr_noblewoman","Human Female"
"epi300cr_noblewoman_b","Human Female"
"epi300cr_noblewoman_c","Human Female"
"epi300cr_noblewoman_d","Human Female"
"epi300cr_scholar_female","Circle Mage"
"epi300cr_scholar_male","Circle Mage"
"epi300_elf_female_a","Human Female"
"epiip_door_dbl_exit","Door"
"epiip_door_fer_dbl","Door"
"epiip_sarcophagus","Sarcophagus"
"epi_noblewoman_e","Human Female"
"fake_hack_test_shale","Shale"
"game_intro_dead_trenches","The Dead Trenches"
"game_intro_wilds","Korcari Wilds"
"gem_im_gift_gar","Remarkable Garnet"
"gen00fl_alistair","Alistair"
"gen00fl_dog","Dog"
"gen00fl_leliana","Leliana"
"gen00fl_loghain","Loghain"
"gen00fl_morrigan","Morrigan"
"gen00fl_oghren","Oghren"
"gen00fl_shale","Shale"
"gen00fl_sten","Sten"
"gen00fl_wynne","Wynne"
"gen00fl_zevran","Zevran"
"genip_altar_chantry","Chantry Altar"
"genip_altar_chantry_broken","Broken Altar"
"genip_altar_dead","Altar"
"genip_altar_ferelden","Altar"
"genip_altar_ferelden_broken","Broken Altar"
"genip_altar_tevinter","Altar"
"genip_altar_tevinter_broken","Broken Altar"
"genip_altar_urn","Altar"
"genip_anvil","Anvil"
"genip_anvil_void","Anvil of the Void"
"genip_apparatus_magical","Magical Apparatus"
"genip_apparatus_small","Apparatus"
"genip_armoire","Armoire"
"genip_armor_stand","Armor Stand"
"genip_at_double","Door"
"genip_at_large","Door"
"genip_at_normal","Door"
"genip_ballista","Ballista"
"genip_ballista_amb","Ballista"
"genip_ballista_big","Ballista"
"genip_ballista_mount","Ballista Mount"
"genip_bandit_warning_pole","Bandit Warning Pole"
"genip_barrel_oil","Barrel"
"genip_barrel_stack","Barrels"
"genip_barrel_standard","Barrel"
"genip_barrel_wine","Wine Barrel"
"genip_barricade_corpse","Barricade"
"genip_barricade_fence","Barricade"
"genip_barricade_furniture","Barricade"
"genip_bedroll","Bedroll"
"genip_bedroll_puzzle","Bedroll"
"genip_bedroll_static","Bedroll"
"genip_bed_arleamon","Bed"
"genip_bed_bunk","Bunk Bed"
"genip_bed_canopy","Bed"
"genip_bed_simple","Bed"
"genip_bed_straw","Straw Bed"
"genip_bed_wood_large","Bed"
"genip_bench_log","Bench"
"genip_bench_log_flip","Bench"
"genip_bench_long_flip","Bench"
"genip_bench_marble_flip","Bench"
"genip_bones_pile_1","Pile of Bones"
"genip_bones_pile_2","Pile of Bones"
"genip_bones_pile_3","Pile of Bones"
"genip_bonfire_1","Bonfire"
"genip_bonfire_2","Bonfire"
"genip_bookcase","Bookshelf"
"genip_book_1","Book"
"genip_book_2","Book"
"genip_book_3","Book"
"genip_book_large","Book"
"genip_book_open","Book"
"genip_book_pile_1","Pile of Books"
"genip_book_pile_2","Pile of Books"
"genip_book_pile_3","Pile of Books"
"genip_book_pile_4","Pile of Books"
"genip_boulder","Boulder"
"genip_boulder_group","Boulder"
"genip_brazier_ash_wraith","Brazier"
"genip_brazier_tevinter","Brazier"
"genip_bridge","Bridge"
"genip_cabinet_ornate","Cabinet"
"genip_cabinet_steel","Cabinet"
"genip_cage_animal","Cage"
"genip_cage_animal_floor","Cage"
"genip_cage_human","Cage"
"genip_cage_human_floor","Cage"
"genip_cage_qunari","Cage"
"genip_campfire","Campfire"
"genip_campfire_static","Campfire"
"genip_candelabra","Candelabra"
"genip_candle_1","Candle"
"genip_cards","Playing Cards"
"genip_card_1","Playing Card"
"genip_card_2","Playing Card"
"genip_card_3","Playing Card"
"genip_card_4","Playing Card"
"genip_carpet","Carpet"
"genip_cart","Cart"
"genip_cask_wine","Wine Cask"
"genip_cauldron_lid","Cauldron"
"genip_cauldron_open","Cauldron"
"genip_chair_ornate","Chair"
"genip_chair_simple","Chair"
"genip_chair_stone","Stone Chair"
"genip_chair_stone_noble","Stone Chair"
"genip_chantry_board","Chanter's Board"
"genip_chest_half_buried","Chest"
"genip_chest_iron","Chest"
"genip_chest_ornate","Chest"
"genip_chest_ornate_broken","Broken Chest"
"genip_chest_puzzle","Chest"
"genip_chest_wood_1","Chest"
"genip_cocoon","Cocoon"
"genip_combat_dummy","Combat Dummy"
"genip_concealed_entrance","Concealed Entrance"
"genip_corpse_charred","Charred Corpse"
"genip_corpse_covered","Corpse"
"genip_corpse_darkspawn","Darkspawn Corpse"
"genip_corpse_dwarf","Dwarf Corpse"
"genip_corpse_flies_maggots","Corpse"
"genip_corpse_halla","Dead Halla"
"genip_corpse_hanging_female","Corpse"
"genip_corpse_hanging_male_1","Corpse"
"genip_corpse_hanging_male_2","Corpse"
"genip_corpse_human","Human Corpse"
"genip_corpse_human_hanging","Human Corpse"
"genip_corpse_knight","Knight Corpse"
"genip_corpse_pile","Corpse Pile"
"genip_corpse_skeleton","Skeleton"
"genip_corpse_soldier","Soldier Corpse"
"genip_corpse_war_dog","War Dog Corpse"
"genip_cot","Cot"
"genip_couch","Couch"
"genip_couch_dwarven","Couch"
"genip_crank_wheel","Crank"
"genip_crate_broken_1","Broken Crate"
"genip_crate_broken_2","Broken Crate"
"genip_crate_broken_3","Broken Crate"
"genip_crate_dwarven_1","Crate"
"genip_crate_dwarven_2","Crate"
"genip_crate_wd_large_stat","Wooden Crate"
"genip_crate_wood_large","Wooden Crate"
"genip_crate_wood_small","Wooden Crate"
"genip_crystal_dwarven_1","Crystal"
"genip_crystal_dwarven_2","Crystal"
"genip_dagger","Dagger"
"genip_dead_body_ox","Ox Corpse"
"genip_desk_large","Desk"
"genip_desk_ornate","Desk"
"genip_desk_small_flip","Desk"
"genip_doorway_bricked","Brick Wall"
"genip_door_cave","Cave Wall"
"genip_door_cellar","Trapdoor"
"genip_door_dwc_dbl","Door"
"genip_door_dwc_dbl_r","Metal Door"
"genip_door_dwc_lrg","Door"
"genip_door_dwc_lrg_r","Metal Door"
"genip_door_dwn_dbl","Door"
"genip_door_dwn_dbl_r","Door"
"genip_door_dwn_lrg","Door"
"genip_door_dwn_lrg_r","Door"
"genip_door_dws_lrg","Metal Door"
"genip_door_fade_lrg","Door"
"genip_door_fer_dbl","Door"
"genip_door_fer_dbl_r","Metal Door"
"genip_door_fer_lrg","Door"
"genip_door_fer_lrg_r","Metal Door"
"genip_door_fer_sml","Door"
"genip_door_fer_sml_r","Metal Door"
"genip_door_fur_round","Door"
"genip_door_fur_square","Door"
"genip_door_jail","Metal Door"
"genip_door_scr_dbl","Door"
"genip_door_slab","Slab Door"
"genip_door_tev_dbl","Door"
"genip_door_tev_dbl_r","Metal Door"
"genip_door_tev_lrg","Door"
"genip_door_tev_lrg_r","Metal Door"
"genip_dragon_egg","Dragon Egg"
"genip_dwarven_feast","Table"
"genip_earth_mound","Earth Mound"
"genip_elven_light","Elven Light"
"genip_fade_pedestal","Pedestal"
"genip_fence","Fence"
"genip_firepit","Firepit"
"genip_fish_carving_1","Fish Carving"
"genip_fish_carving_2","Carving"
"genip_flesh_pod_1","Flesh Pod"
"genip_flesh_pod_2","Flesh Pod"
"genip_flesh_pod_3","Flesh Pod"
"genip_floor","Floor"
"genip_flowerpot_1","Flower Pot"
"genip_flowerpot_2","Flower Pot"
"genip_flowerpot_3","Flower Pot"
"genip_flower_andraste","Andraste's Grace"
"genip_flower_wild_1","Wild Flower"
"genip_footprints","Footprints"
"genip_forge","Forge"
"genip_forge_darkspawn","Darkspawn Forge"
"genip_fur_pile","Fur Pile"
"genip_gate_fence","Gate"
"genip_gate_large_closed","Gate"
"genip_gate_large_open","Gate"
"genip_gem_lure","Gems"
"genip_goblet","Goblet"
"genip_goblet_normal","Goblet"
"genip_golem_registry","Golem Registry"
"genip_gong","Gong"
"genip_gravestone","Gravestone"
"genip_gravestone_1","Gravestone"
"genip_gravestone_2","Gravestone"
"genip_gravestone_3","Gravestone"
"genip_herb_04","Deathroot"
"genip_herb_05","Cragroot"
"genip_herb_07","Elfroot"
"genip_invisible_wide","Invisible Object"
"genip_ironbark_tree_fallen","Fallen Ironbark Tree"
"genip_jar_1","Jar"
"genip_jar_2","Jar"
"genip_jar_3","Jar"
"genip_junk_pile","Pile of Junk"
"genip_keg","Keg"
"genip_ladder","Ladder"
"genip_lever","Lever"
"genip_lt_mabari_boat","Landmark Boat"
"genip_lt_mabari_tent","Landmark Tent"
"genip_lt_mabari_tree","Landmark Tree"
"genip_lt_mabari_wagon","Landmark Wagon"
"genip_lt_mabari_woodpile","Landmark Woodpile"
"genip_lyrium_dish","Lyrium Dish"
"genip_lyrium_light","Lyrium Lamp"
